gene_names,pg_adsp,pnl_adsp,pg_ukb,pnl_ukb,adsp_size.x,ukb_size.x,gene_ind.x,ensembl,pg_X1_adsp,pg_X2_adsp,pnl_X2_adsp,pg_X1_ukb,pg_X2_ukb,pnl_X2_ukb,stage1_r2,stage1_X2_f2,num_snps,num_effect_snps,adsp_size.y,ukb_size.y,gene_ind.y,uniprot_id,protein_name,chr,start,end
IL15RA,0.889695309532469,0.665765890268627,0.971104791402836,0.985813062594913,10454,313327,617,IL15RA,0.838032060989423,0.547669959829678,0.280983409061561,0.709089312803739,0.722052610055285,0.474220110585234,0.0814532762759193,0.000818430542847505,1317,122,10454,313327,617,Q13261,Interleukin-15 receptor subunit alpha,10,5990855,6020150
IL16,0.0841694102787425,0.789180584650107,0.965861169246104,0.901447011413843,10454,312284,618,IL16,0.291828053185274,0.446399670841485,0.47864818923078,0.815321087739204,0.881545592690262,0.656662384127236,0.134962544694229,0.0120889129157528,735,35,10454,312284,618,Q14005,Pro-interleukin-16,15,81451916,81605104
IL17C,0.250584933125196,0.408081639681713,0.982499288447171,0.955961259599331,10454,313327,619,IL17C,0.314351760248899,0.30965736398799,0.248403647242012,0.727420473102588,0.819673687998783,0.59919988089079,0.010592619680795,0.000847935671846796,1301,16,10454,313327,619,Q9P0M4,Interleukin-17C,16,88704999,88706881
IL17D,0.908800735803253,0.642270025452715,0.366638306516508,0.492785150079284,10454,313327,620,IL17D,0.433677799429342,0.724112471208921,0.856519391464442,0.253282788845648,0.317386009026716,0.319701235342694,0.0603687917522829,1.89947656774751e-05,1054,66,10454,313327,620,Q8TAD2,Interleukin-17D,13,21276266,21297237
IL17RA,0.232244233932744,0.376928861995161,0.918488377195153,0.817733239682829,10454,312640,621,IL17RA,0.175677223943039,0.358704583761355,0.641511041403502,0.0903278834287687,0.166930906954771,0.398835731151387,0.630312304367108,0.18631016424179,1250,669,10454,312640,621,Q96F46,Interleukin-17 receptor A,22,17565844,17596583
IL17RB,0.461820991692711,0.56517892179094,0.77983505121863,0.757638336049758,10454,313152,622,IL17RB,0.381466101067134,0.647741958490073,0.748748498171878,0.00967137773440023,0.0167669052352993,0.223421263722377,0.380471550725995,0.0766939440953941,1052,360,10454,313152,622,Q9NRM6,Interleukin-17 receptor B,3,53880607,53899827
IL18,0.664379514888011,0.481119011758223,0.216036613275781,0.214619258649191,10454,312790,623,IL18,0.983256369383011,0.580725014611493,0.297256120692904,0.520731629211691,0.467721827584041,0.292665702874358,0.0501135766709181,5.69492233479556e-05,623,64,10454,312790,623,Q14116,Interleukin-18,11,112013974,112034840
IL18R1,0.0393429062816504,0.541614221253214,0.100486788196322,0.356765455570139,10454,312284,624,IL18R1,0.0526696501469343,0.0768768266486795,0.240639181326668,0.174163851567095,0.39270388132131,0.880321409573738,0.35732373794256,0.0230374100436047,1231,174,10454,312284,624,Q13478,Interleukin-18 receptor 1,2,102927989,103015218
IL19,0.911963646635547,0.522246879814733,0.844359909290242,0.77144574644018,10454,313489,625,IL19,0.910518616729018,100,100,0.655914419388925,100,100,0.040525932573494,5.72462424972555e-05,725,31,10454,313489,625,Q9UHD0,Interleukin-19,1,206972215,207016324
IL1R1,0.697531703393494,0.833586679751552,0.655264467723982,0.671885325398816,10454,312704,626,IL1R1,0.727839094608752,0.933922806521739,0.90052981404239,0.214593350634042,0.362739280552661,0.484830099235686,0.0308963950953718,2.95763209756683e-05,1235,178,10454,312704,626,P14778,Interleukin-1 receptor type 1,2,102681004,102796334
IL1R2,0.409998837717212,0.453452431547396,0.36584022733323,0.48775640502224,10454,312722,627,IL1R2,0.155118214793339,0.329615276157469,0.655883985432649,0.140179608868761,0.245174195064085,0.425312730524493,0.154642866504104,0.00581455243821395,1150,142,10454,312722,627,P27930,Interleukin-1 receptor type 2,2,102608306,102645006
IL1RAP,0.571100174091743,0.564349664063374,0.767050188775021,0.887030961418627,10454,312640,628,IL1RAP,0.741722940775861,0.543874006910954,0.292210376943657,0.034234220644594,0.0329169969931886,0.125720434932067,0.682364961945924,0.294681959943795,1637,125,10454,312640,628,Q9NPH3,Interleukin-1 receptor accessory protein,3,190231840,190375843
IL1RL1,0.595713890578613,0.933309496724633,0.707611895800832,0.732483699876965,10454,312331,629,IL1RL1,0.213875598820289,0.230565592446385,0.238497900635138,0.0868204119891178,0.189800011217673,0.531663411614375,0.359939339932698,0.10338594072312,1211,313,10454,312331,629,Q01638,Interleukin-1 receptor-like 1,2,102927962,102968497
IL1RL2,0.187188253396409,0.286345642648378,0.793951741759804,0.785809052167235,10454,313327,630,IL1RL2,0.550029750551498,0.800907106422047,0.768324712748152,0.3991796633443,0.39749894974505,0.286853786654404,0.167679627132242,0.00990302621621607,1150,200,10454,313327,630,Q9HB29,Interleukin-1 receptor-like 2,2,102803433,102856462
IL1RN,0.744018978123211,0.576732718635891,0.756293723501829,0.898979433230304,10454,312723,631,IL1RN,0.0815568713759477,0.0801149454088023,0.155747745111633,0.0817996485546584,0.0909228549754496,0.18378943274278,0.0371554967047303,0.00315458766058015,1048,77,10454,312723,631,P18510,Interleukin-1 receptor antagonist protein,2,113864791,113891593
IL22RA1,0.613838543661234,0.474594010896739,0.508940353314495,0.894026140801883,10454,313327,632,IL22RA1,0.242413226422518,0.13341436851185,0.102769914092369,0.369099355101746,0.163348935223686,0.0932685069330098,0.0234631212499981,8.27683236686574e-05,1051,40,10454,313327,632,Q8N6P7,Interleukin-22 receptor subunit alpha-1,1,24446261,24469611
IL2RA,0.203809966868143,0.405225075927724,0.182906244967432,0.195027651121522,10454,312901,633,IL2RA,0.350879638710683,0.14777438620052,0.0856777876975206,0.922791567430289,0.860954507733912,0.590198940846489,0.218392270108257,0.0187143072530135,1306,293,10454,312901,633,P01589,Interleukin-2 receptor subunit alpha,10,6052652,6104288
IL31RA,0.594848161334723,0.598128539236228,0.72388497437139,0.653274151459558,10454,318451,634,IL31RA,0.856188660023559,0.706302434016856,0.415661202624459,0.250672674874094,0.0467787331814872,0.0283756713486486,0.294656881915282,0.0531357256667122,1100,145,10454,318451,634,Q8NI17,Interleukin-31 receptor subunit alpha,5,55147207,55218678
IL32,0.584952915423978,0.580129549436427,0.820894970390511,0.964192068619665,10454,312713,635,IL32,0.848556457194446,0.980411241720056,0.955584553584016,0.868312474478403,0.975625561989345,0.882453723825932,0.037895527111096,0.00352494566614925,1033,143,10454,312713,635,P24001,Interleukin-32,16,3115298,3131908
IL34,0.201942108947529,0.479543900950474,0.32833041845259,0.868226360385996,10454,313577,636,IL34,0.263693338633032,0.312864851617569,0.299883188208003,1.79220946384226e-05,4.34261563170269e-05,0.193514345811643,0.30841656012117,0.106320768428891,363,49,10454,313577,636,Q6ZMJ4,Interleukin-34,16,70613798,70694585
IL4R,0.639863805241351,0.375790377757979,0.669233966389062,0.67056390824587,10454,312713,637,IL4R,0.651588632235456,0.740060165850362,0.528053910240212,0.219572523638932,0.390643985652659,0.541505672984735,0.0528473841057155,1.36065344876176e-06,1256,81,10454,312713,637,P24394,Interleukin-4 receptor subunit alpha,16,27324989,27376099
IL5RA,0.752829124568709,0.50483355889282,0.909104411563519,0.8903922573662,10454,312713,638,IL5RA,0.949315710589475,0.796289095736136,0.501612171993715,0.0143359392694219,0.016033063139938,0.131907249424754,0.197367421478592,0.00295346105401873,1710,221,10454,312713,638,Q01344,Interleukin-5 receptor subunit alpha,3,3111233,3168297
IL6R,0.244292877563437,0.492972676608942,0.820983723849557,0.93943156475834,10454,312841,639,IL6R,0.752849381581302,0.9514291452708,0.98340552495286,0.65670657921366,0.677161937260504,0.445474687216955,0.648924134694734,0.0163856131226461,816,88,10454,312841,639,P08887,Interleukin-6 receptor subunit alpha,1,154377669,154441926
IL6ST,0.54871331311242,0.52928064287668,0.724755958906593,0.81540655623834,10454,312630,640,IL6ST,0.851405685601313,0.450145869875623,0.211489098720031,0.64658290739639,0.793265488998496,0.614999143499561,0.0149707780332493,0.00014142468656936,1104,75,10454,312630,640,P40189,Interleukin-6 receptor subunit beta,5,55230923,55290821
IL7R,0.336669824795617,0.446264266424858,0.584051037357676,0.532988447171779,10454,312640,641,IL7R,0.736411301798222,0.718970513314163,0.459733595124123,0.471486404033843,0.129540730193502,0.0588668755254554,0.348701759541943,0.0565071060654299,816,47,10454,312640,641,P16871,Interleukin-7 receptor subunit alpha,5,35852797,35879705
IMPA1,0.0900664916755559,0.293920668885152,0.832792722126958,0.215165958427221,10454,312918,642,IMPA1,0.266290269176183,100,100,0.0333894297809965,100,100,0.0182468859375376,2.41320858662568e-05,1096,60,10454,312918,642,P29218,Inositol monophosphatase 1,8,82570196,82598928
INHBB,0.394126045265022,0.510396966949171,0.929625419911775,0.753278655712233,10454,318083,643,INHBB,0.677118439714489,0.890187703863118,0.807663603033497,0.338640235075388,0.623294629793394,0.862715053177778,0.0663383520866988,0.000380293880037411,697,97,10454,318083,643,P09529,Inhibin beta B chain,2,121103719,121109384
INHBC,0.400532297245698,0.463178710489932,0.257099897727273,0.568814801404829,10454,312640,644,INHBC,0.360936166941664,0.593678858477614,0.648158154623214,0.171178310196283,0.385863077983439,0.858127368586891,0.179843397634674,0.0374387562527161,391,40,10454,312640,644,P55103,Inhibin beta C chain,12,57828543,57844611
INPP5D,0.315762352657695,0.479542460980939,0.580276758485696,0.885744945737319,10454,318239,645,INPP5D,0.451003374417791,100,100,0.07591774319947,100,100,0.0141360373796162,2.27046252343533e-05,1225,46,10454,318239,645,Q92835,"Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 1",2,233924677,234116549
INSL5,0.140743373600135,0.385080616282561,0.387374483316696,0.341320166570269,10454,317541,646,INSL5,0.522511917830716,0.51110948811338,0.333984749843528,0.144520664090394,0.338359899352574,0.845159592284649,0.014659266101732,0.00177260655834831,1165,42,10454,317541,646,Q9Y5Q6,Insulin-like peptide INSL5,1,67263424,67266939
IQGAP2,0.311771092495198,0.649535812989975,0.853568371169808,0.873275163370951,10454,312825,647,IQGAP2,0.644819196587426,0.291386539888214,0.133302503098475,0.0108964480948236,0.0369115476759654,0.733033719782743,0.0102046993174171,2.40943793303386e-05,1451,32,10454,312825,647,Q13576,Ras GTPase-activating-like protein IQGAP2,5,75699074,76003957
ISLR2,0.320552836611493,0.363598168892888,0.807259773881421,0.794158919276261,10454,313986,648,ISLR2,0.847978639186892,0.515518192843434,0.256350900212875,0.342752427033842,0.592764110995558,0.70257257452996,0.0407416808139794,0.000203684142949599,649,78,10454,313986,648,Q6UXK2,Immunoglobulin superfamily containing leucine-rich repeat protein 2,15,74392652,74430881
ISM1,0.844581525801888,0.505770485408271,0.692434127570724,0.744661296143138,10454,312713,649,ISM1,0.821490942113466,0.861724575550099,0.619392808211752,0.843723846755989,0.556644727591798,0.287180333026698,0.0575152075541186,2.40365298562614e-05,1344,133,10454,312713,649,B1AKI9,Isthmin-1,20,13202418,13281298
ITGA11,0.0388839112391887,0.130275269095281,0.721643168391912,0.752001577166347,10454,312713,650,ITGA11,0.681187358292363,0.164451791206335,0.0635846129508781,0.18708319474491,0.41195694643333,0.855340477830449,0.0401745793071225,0.000523228831507271,847,105,10454,312713,650,Q9UKX5,Integrin alpha-11,15,68594050,68724501
ITGA2,0.929984692423502,0.590203780113355,0.00572258618337046,0.00863271060690257,10454,318083,651,ITGA2,0.617691657518531,0.702332717145309,0.498766151484721,0.313243068956506,0.599535441386951,0.936988076354458,0.245566753308165,0.014533455875871,1552,103,10454,318083,651,P17301,Integrin alpha-2,5,52285156,52390609
ITGA6,0.240674799201255,0.766932701109275,0.819467524593743,0.759206429518575,10454,312713,652,ITGA6,0.750497412340073,0.882849242153341,0.700371326071251,0.775364368960545,0.95422574647406,0.911774287637257,0.0279704634523726,0.00156575910397289,1187,51,10454,312713,652,P23229,Integrin alpha-6,2,173292082,173371181
ITGAL,0.629325830644608,0.976669011288499,0.9396658623304,0.987084942317234,10454,318326,653,ITGAL,0.80169631933093,100,100,0.229478958922916,100,100,0.0152152375306529,7.68460280524125e-05,268,28,10454,318326,653,P20701,Integrin alpha-L,16,30483979,30534506
ITGAM,0.113035988099782,0.26420914632775,0.0250065487247353,0.0245081387474098,10454,312640,654,ITGAM,0.862761544701682,100,100,0.247046899857756,100,100,0.0122895848269228,3.0740235549792e-06,378,73,10454,312640,654,P11215,Integrin alpha-M,16,31271311,31344213
ITGAV,0.61483520991889,0.768901380070765,0.314954606971348,0.672928654478518,10454,312360,655,ITGAV,0.378200172643544,100,100,0.428773017860788,100,100,0.0171653293479624,6.33769752147669e-05,1106,29,10454,312360,655,P06756,Integrin alpha-V,2,187454792,187545628
ITGB6,0.0581673064761507,0.108708272257104,0.00169411836581806,0.726797324330577,10454,313327,656,ITGB6,0.00375757929036623,0.0122873807891143,0.526394493380636,0.428019021397206,0.00481389695654805,0.00152820977194632,0.0530849984293729,0.00401938012801095,1123,77,10454,313327,656,P18564,Integrin beta-6,2,160956177,161128399
ITGBL1,0.381400776682204,0.456125150172208,0.458024389637896,0.458023908175895,10454,317421,657,ITGBL1,0.999948094354314,0.912821905358601,0.669301527489471,0.14844335495017,0.318784659226166,0.65609057067071,0.123109908160098,0.000105386880574629,1386,150,10454,317421,657,O95965,Integrin beta-like protein 1,13,102104966,102375456
ITIH3,0.969647364792403,0.820425450358148,0.85312625659382,0.805608314243934,10454,312497,658,ITIH3,0.805648358208733,0.855729187913618,0.616332496780591,0.792660021383029,0.432596398303299,0.204941729902041,0.0698706351308245,0.00468792092913456,804,187,10454,312497,658,Q06033,Inter-alpha-trypsin inhibitor heavy chain H3,3,52828784,52843025
ITIH4,0.0065962867778237,0.0389959286703867,0.519915151289215,0.226785983778272,10454,317354,659,ITIH4,0.483204828294034,0.781355599979175,0.965676964621081,0.270329696483829,0.431052796642014,0.493919177263593,0.0429651871863838,4.97466729216219e-05,816,130,10454,317354,659,Q14624,Inter-alpha-trypsin inhibitor heavy chain H4,3,52846991,52865495
ITPA,0.00762186424329658,0.0489920288108944,0.0929704607458466,0.0576240608086538,10454,318445,660,ITPA,0.10279014052384,0.238623809784106,0.651398893746056,0.384548535900161,0.500811040676244,0.428478970756246,0.268882756562349,0.0278211789998265,1270,34,10454,318445,660,Q9BY32,Inosine triphosphate pyrophosphatase,20,3189514,3204516
KAZALD1,0.509272130510112,0.664733297975586,0.00131944045031296,0.00624726071890214,10454,312825,661,KAZALD1,0.415078862001762,0.714269254868133,0.925195522277914,0.720173176706641,0.900691344756692,0.776137303490774,0.26203548012968,0.167065433783936,807,451,10454,312825,661,Q96I82,Kazal-type serine protease inhibitor domain-containing protein 1,10,102821598,102827888
KDR,0.128537559344781,0.24363713033179,0.0520968249046916,0.0586172069256547,10454,312549,662,KDR,0.521511192250849,0.810217428680628,0.920261887309873,0.707097360065687,0.915782192032472,0.852099258772294,0.107646434139607,0.0199255841147826,969,302,10454,312549,662,P35968,Vascular endothelial growth factor receptor 2,4,55944644,55991756
KEL,0.415887188293065,0.640789856477107,0.514261612674089,0.62994552095542,10454,313518,663,KEL,0.42001504646645,0.406346628689639,0.283381668502228,0.480073516180303,0.075084639413004,0.0305232887177516,0.0416464430650131,0.00899456785475392,493,215,10454,313518,663,P23276,Kell blood group glycoprotein,7,142638201,142659768
KHK,0.998027419067987,0.707019627518034,0.271934078964383,0.944733894294698,10454,318239,664,KHK,0.239759827791076,0.0299775165442055,0.0176314115079951,0.570397542299279,0.593393386500061,0.395561634636045,0.090635000197757,0.00356875240160417,426,18,10454,318239,664,P50053,Ketohexokinase,2,27309615,27323640
KIAA0319,0.303634023337228,0.406772535037552,0.309320082146914,0.443525509933778,10454,317485,665,KIAA0319,0.47014843223878,0.440275972624638,0.29012280495906,0.131519571480795,0.315916826106883,0.862308452007676,0.0776020707591527,9.37098014026017e-06,1262,142,10454,317485,665,Q5VV43,Dyslexia-associated protein KIAA0319,6,24544332,24646383
KIR2DL3,0.767790250461861,0.487788161044146,0.471466410123625,0.552087526486857,10454,313474,666,KIR2DL3,0.784776541924193,0.184477923890514,0.0690393828631448,0.0154212676834704,0.0204759748451137,0.167038637459463,0.115812036142225,0.00665168951764764,1270,319,10454,313474,666,P43628,Killer cell immunoglobulin-like receptor 2DL3,19,55249980,55295776
KIR2DS4,0.985582416786977,0.707293185317476,0.0795475692913927,0.0950699783222678,10454,317541,667,KIR2DS4,0.539133584185287,0.412643705326755,0.237874705119476,0.30560184000125,0.512211662371992,0.591217320416999,0.798878379034367,0.348727343535747,1301,367,10454,317541,667,P43632,Killer cell immunoglobulin-like receptor 2DS4,19,55344131,55360024
KIR3DL1,0.357609578386684,0.456363451362811,0.585398248973938,0.302030935089965,10454,313474,668,KIR3DL1,0.369664245790505,0.543583483883992,0.51975985246505,0.109935230905634,0.276329181062246,0.895727659410948,0.557696512491266,0.0522070726083194,1382,420,10454,313474,668,P43629,Killer cell immunoglobulin-like receptor 3DL1,19,55235969,55378448
KIRREL2,0.519216690397916,0.514561892887333,0.998888459570388,0.770432058149357,10454,313518,669,KIRREL2,0.780957941593442,0.905058603663658,0.72667601616822,0.0498333247604823,0.0954523535048139,0.356212306288419,0.0217650811516734,0.000480483616397702,1035,130,10454,313518,669,Q6UWL6,Kin of IRRE-like protein 2,19,36346763,36358011
KLB,0.230361706794717,0.515822105092128,0.182047731310323,0.932023618780743,10454,313518,670,KLB,0.104637663146084,0.0644761170184638,0.091401559765884,0.98582641038714,0.143392917206037,0.048747945148852,0.290704698481978,0.00770475133192925,1179,102,10454,313518,670,Q86Z14,Beta-klotho,4,39408473,39453156
KLK1,0.932738292870467,0.583617673542005,0.707386431827342,0.709011345258235,10454,313011,671,KLK1,0.948113840995033,0.358309290913345,0.152367760393321,0.148950398543362,0.199934935946096,0.286380179836671,0.0433728673523894,0.0177073376382995,1010,191,10454,313011,671,P06870,Kallikrein-1,19,51322404,51327043
KLK10,0.604417925274302,0.744789263106548,0.718108669154865,0.597709537085754,10454,312650,672,KLK10,0.28006150682665,0.554270216772135,0.907605742868813,0.461871070403485,0.602395444539882,0.491919092616825,0.219534562597396,0.00158487821939192,1224,179,10454,312650,672,O43240,Kallikrein-10,19,51515995,51523431
KLK11,0.61040185998703,0.930560731666736,0.964618286171731,0.539146623940142,10454,312887,673,KLK11,0.782086483168367,0.961343511434678,0.961398868670635,0.299848576759617,0.526046930591492,0.646874344747822,0.0686686718945421,0.00210775138468328,1242,173,10454,312887,673,Q9UBX7,Kallikrein-11,19,51525472,51531295
KLK12,0.797068526205075,0.586663749127251,0.331485192841131,0.904870619129876,10454,313474,674,KLK12,0.199215729976243,0.201167577387565,0.211793589196764,0.199227406280672,0.143144341483533,0.134500671849694,0.789240038517904,0.0765681558930216,1260,368,10454,313474,674,Q9UKR0,Kallikrein-12,19,51532348,51538486
KLK13,0.247749338025225,0.369673141436853,0.188685018983269,0.189747342474599,10454,313443,675,KLK13,0.873313789956739,0.957714855592692,0.80494715620436,0.161161400607294,0.374379562795986,0.967317927834537,0.129506669287965,0.0102008823211942,1275,162,10454,313443,675,Q9UKR3,Kallikrein-13,19,51559463,51568371
KLK14,0.740964755658561,0.953628851058354,0.960402391370896,0.977543017349823,10454,312360,676,KLK14,0.654173974460081,0.155642206539843,0.0606487687854395,0.00780045264029238,0.027679511176112,0.757405787974894,0.138397322358543,0.00238441064504475,1300,326,10454,312360,676,Q9P0G3,Kallikrein-14,19,51580752,51587502
KLK15,0.444970913522791,0.420645529826465,0.0903884604798224,0.104765776310745,10454,317608,677,KLK15,0.771264199130848,0.878428664523999,0.675952584243276,0.707169413736971,0.80498726193441,0.5884720960362,0.499332733985231,0.131500022476976,1014,291,10454,317608,677,Q9H2R5,Kallikrein-15,19,51328545,51340469
KLK3,0.380367300054314,0.42025565528635,0.0548826016501097,0.0421794728711549,10454,317421,678,KLK3,0.652064445969797,0.812522192071796,0.645269468223201,0.930885356433053,0.530562752326275,0.261630299765143,0.0101484170360599,1.86904679182482e-05,1005,63,10454,317421,678,P07288,Prostate-specific antigen,19,51358171,51364020
KLK4,0.110863439988374,0.431570002822483,0.851299258182747,0.937073854663739,10454,312360,679,KLK4,0.209733463222873,0.0286927932748435,0.0187063134530222,0.61217666762541,0.866617658680984,0.864093412839427,0.202178972615155,0.0107688779440321,1031,420,10454,312360,679,Q9Y5K2,Kallikrein-4,19,51409608,51413994
KLK6,0.932584316691603,0.716366294012551,0.584192999377379,0.736870642569028,10454,312615,680,KLK6,0.335154100642843,0.208737406915408,0.13761605821749,0.235080410521808,0.124158652490462,0.0964953642341619,0.0183479904528732,5.09862528607331e-06,1047,53,10454,312615,680,Q92876,Kallikrein-6,19,51461887,51472929
KLK7,0.164730393994747,0.284635035293845,0.501214601030257,0.704776736070735,10454,318850,681,KLK7,0.435560681022108,0.705730145676043,0.765299636112849,0.0705071464734787,0.180180928853238,0.692475691935016,0.119827183621514,0.00303029442192114,1084,117,10454,318850,681,P49862,Kallikrein-7,19,51479729,51487355
KLK8,0.781431947233275,0.462666617022026,0.247673007933438,0.292257111800019,10454,313822,682,KLK8,0.39306465782132,0.486961240466246,0.399542724279369,0.740779759965782,0.200629660868418,0.0781413527193176,0.0935532489814221,0.0161287479577102,1154,307,10454,313822,682,O60259,Kallikrein-8,19,51499263,51505967
KLKB1,0.145071595266303,0.538545796636803,0.97996853880695,0.961204845858293,10454,317978,683,KLKB1,0.510048620584072,0.764226920869509,0.74728163363151,0.576973979723152,0.855440944589605,0.9732469905105,0.107923828088511,0.00271093889118078,1714,90,10454,317978,683,P03952,Plasma kallikrein,4,187130133,187179625
KLRB1,0.97272439863656,0.94210426475974,0.978259823612726,0.917524222315487,10454,312284,684,KLRB1,0.785775726961767,0.871869933001193,0.654439528670808,0.105365842041151,0.263168304352903,0.82739998505985,0.0286987792693717,0.0028170292195944,1358,136,10454,312284,684,Q12918,Killer cell lectin-like receptor subfamily B member 1,12,9747147,9760482
KLRD1,0.424052438476837,0.476519251083165,0.658253340302673,0.789343915194944,10454,312284,685,KLRD1,0.621205351235567,0.85757220328332,0.801613413444611,0.171138229698257,0.0995412803293573,0.0977778537654832,0.111016145512535,0.000195406030552624,1331,75,10454,312284,685,Q13241,Natural killer cells antigen CD94,12,10378657,10469850
KLRF1,0.824527730665435,0.637820665467374,0.674435485987215,0.725539643316011,10454,318326,686,KLRF1,0.709010366861294,0.644422963371125,0.389819865188374,0.40804074118485,0.644531003852426,0.659638201302864,0.0442125298048435,0.09159470766439,1200,352,10454,318326,686,Q9NZS2,Killer cell lectin-like receptor subfamily F member 1,12,9980077,9997606
KLRK1,0.4022206490206,0.438187457554366,0.0300188567757959,0.0454777604878758,10454,317485,687,KLRK1,0.379623205373488,0.431005318747371,0.339758784070227,0.33865243676091,0.0813203262687785,0.04280244656698,0.110621601269399,8.37096231435589e-05,1131,160,10454,317485,687,P26718,NKG2-D type II integral membrane protein,12,10524952,10544473
KYNU,0.433826489756175,0.606274227156241,0.884847323920052,0.707881473190204,10454,312284,688,KYNU,0.744028532333166,0.923854122102343,0.819981732420028,0.225378178561089,0.239518537156058,0.238666197633488,0.0486832686619659,0.00268319892108253,957,131,10454,312284,688,Q16719,Kynureninase,2,143635067,143799890
LACTB2,0.25011600189521,0.814110378532574,0.957433513297141,0.290760923446911,10454,312630,689,LACTB2,0.706478664193997,0.839545565213455,0.648366159229436,0.00539103274932695,0.00816806076052261,0.171281126027241,0.0145853022813757,0.00099041852941861,666,83,10454,312630,689,Q53H82,Endoribonuclease LACTB2,8,71547553,71581409
LAG3,0.15835474865289,0.636103087509377,0.465109571823604,0.472238265115604,10454,312825,690,LAG3,0.403498915899241,100,100,0.058598422443832,100,100,0.0173421932512479,2.06842988179692e-05,779,56,10454,312825,690,P18627,Lymphocyte activation gene 3 protein,12,6881678,6887621
LAIR1,0.481069794880139,0.51699323365685,0.394492105240381,0.893234462263987,10454,312664,691,LAIR1,0.091260552488169,0.223063200162372,0.69974881280475,0.532618651968889,0.580551422191042,0.403402542029161,0.193666789288037,0.00812689985278321,937,244,10454,312664,691,Q6GTX8,Leukocyte-associated immunoglobulin-like receptor 1,19,54865362,54882165
LAIR2,0.610766512243707,0.900362959065965,0.618462697704799,0.348733754524702,10454,312918,692,LAIR2,0.38752602290345,0.491807440700172,0.41212958500388,0.417912969046729,0.658444193035404,0.671738654934204,0.408351315579356,0.200690598524354,1125,599,10454,312918,692,Q6ISS4,Leukocyte-associated immunoglobulin-like receptor 2,19,55009100,55021897
LAMA4,0.781525738836083,0.531022034079102,0.0299993865070368,0.707216559554606,10454,312493,693,LAMA4,0.036714309146312,0.0759319046063607,0.373377764757614,0.611812914410736,0.865253514629224,0.858198019743603,0.0170992582984266,0.0031577019656994,851,49,10454,312493,693,Q16363,Laminin subunit alpha-4,6,112429963,112576141
LAMB1,0.104386106871442,0.331993842525067,0.354000784351117,0.112499006651893,10454,318239,694,LAMB1,0.304710220581925,0.00358790444695584,0.00139948777466712,0.0217918071041274,0.0708615405416992,0.858618010831212,0.2797293058114,0.05187256352442,1126,257,10454,318239,694,P07942,Laminin subunit beta-1,7,107564244,107643700
LAMP3,0.308023982239587,0.491821851690377,0.964395325009105,0.875944957855634,10454,312340,695,LAMP3,0.536088257879648,0.716675247843215,0.594460764715143,0.748564902843563,0.652994954529607,0.386593461200043,0.0376479439941054,0.00112212308159412,1083,56,10454,312340,695,Q9UQV4,Lysosome-associated membrane glycoprotein 3,3,182840001,182881627
LAYN,0.367708604570622,0.46230188814816,0.731776577878898,0.891739343987998,10454,312974,696,LAYN,0.351182802917246,0.542423319992615,0.551709747418837,0.349620439923409,0.487089567887529,0.452740932926283,0.0671737579048756,0.000224567603644972,696,46,10454,312974,696,Q6UX15,Layilin,11,111411005,111432264
LBP,0.359937850377298,0.488326435539239,0.0374224426631589,0.999999973489912,10454,312497,697,LBP,0.260237101351784,0.0471117456929987,0.0277617901875487,0.738071037045583,0.456867581141618,0.227744620995529,0.257207298754775,0.10586736040671,899,126,10454,312497,697,P18428,Lipopolysaccharide-binding protein,20,36974759,37005665
LCN15,0.00769381774158329,0.828753156200178,0.0623456040851463,0.538785374312503,10454,317463,698,LCN15,0.00233474302576001,4.06418481145481e-06,7.99062867679766e-05,0.492166320834266,0.749673327010158,0.746554280026498,0.0892981534280122,0.00140746529080758,610,36,10454,317463,698,Q6UWW0,Lipocalin-15,9,139654086,139660707
LCP1,0.136154082251552,0.997627361828328,0.0311114587337356,0.323081765025078,10454,317421,699,LCP1,0.124386625446777,0.117067316293064,0.164885968945738,0.779285118834863,0.744758448303281,0.474771339042836,0.479079371292517,0.170023929475466,1256,41,10454,317421,699,P13796,Plastin-2,13,46700055,46786006
LECT2,0.361985493806393,0.479267041238552,0.95663150975422,0.736076265793081,10454,317414,700,LECT2,0.910054119721534,0.660263531878606,0.365932152617011,0.420230590725468,0.330243639783047,0.210763006860164,0.420474268427232,0.00602005184728095,1181,179,10454,317414,700,O14960,Leukocyte cell-derived chemotaxin-2,5,135257968,135290723
LEFTY2,0.620004101177274,0.611940544369024,0.669546272104028,0.922903918122238,10454,312418,701,LEFTY2,0.85843240459906,0.890695029798183,0.654977255090946,0.102725310832124,0.182779792945381,0.390869536136235,0.327513939296284,0.0181479318695828,1008,89,10454,312418,701,O00292,Left-right determination factor 2,1,226124298,226129189
LEG1,0.95245114250856,0.755972513072029,0.988658347284641,0.895927373798582,10454,319121,702,LEG1,0.884553542348244,100,100,0.289468839536625,100,100,0.0577137281330347,6.77736531164523e-05,734,114,10454,319121,702,Q6P5S2,Protein LEG1 homolog,6,127840600,127912962
LEPR,0.786219259741302,0.431021513574127,0.956542534345596,0.81221096261525,10454,312631,703,LEPR,0.886917610175963,0.853361975153126,0.58582781710949,0.0279115478969789,0.00150114603822385,0.00426000606174552,0.0395413255211099,1.74594961697432e-06,1205,65,10454,312631,703,P48357,Leptin receptor,1,65886248,66107242
