gene_names,protein_name.x,chr.x,start.x,end.x,pg_adsp,pg_ukb_igap,pg_ukb_eadb,pg_ukb_proxy,adsp_size.x,ukb_size.x,pg_X1_adsp,pg_X2_adsp,pnl_X2_adsp,pg_X1_ukb,pg_X2_ukb,pnl_X2_ukb,stage1_fstat,stage1_X2_fstat,num_snps,adsp_size.y,ukb_size.y,gene_ind,uniprot_id,protein_name.y,chr.y,start.y,end.y
IGLC2,Immunoglobulin lambda constant 2,22,23243156,23243617,0.0501848772664643,0.934922573880338,0.910273649103007,0.922062937204333,10454,317415,0.258963577776612,0.525412805487842,0.909525950942175,0.864399780558085,0.409747268180927,0.185216560369105,76.2461462783826,3.8057493985579947,4,10454,317415,1352,P0DOY2,Immunoglobulin lambda constant 2,22,23243156,23243617
IGSF21,Immunoglobulin superfamily member 21,1,18434240,18704977,0.98386492355345,0.0293837348010163,0.846302188910127,0.893027269432295,10454,318239,0.637618449651636,0.466956480037153,0.254009401052723,0.869082735122883,0.984397312384227,0.947810508791417,37.6726488370332,2.4218511074364097,25,10454,318239,1354,Q96ID5,Immunoglobulin superfamily member 21,1,18434240,18704977
IGSF3,Immunoglobulin superfamily member 3,1,117117031,117210375,0.371284639077869,0.919709227553096,0.0254958180617535,0.0220362442433121,10454,312825,0.154565538734271,0.363010548377395,0.990605489961597,0.296504625593082,0.483053936115996,0.545519162961762,12.8084536907988,3.4534981671166096,11,10454,312825,1355,O75054,Immunoglobulin superfamily member 3,1,117117031,117210375
IGSF8,Immunoglobulin superfamily member 8,1,160061130,160068733,0.927742595772952,0.641569625873721,0.871022282169296,0.78577618641575,10454,312630,0.96093115246029,0.814479647736864,0.522990078378268,0.73834931199227,0.932650581362071,0.867422652185256,33.8193853555389,3.0908143509522987,12,10454,312630,1356,Q969P0,Immunoglobulin superfamily member 8,1,160061130,160068733
IGSF9,Protein turtle homolog A,1,159896829,159915386,0.89926040642844,0.909461958325531,0.998882948638472,0.610798348969424,10454,317414,0.261079570409144,0.316881989506618,0.308884583604991,0.419065772330343,0.637459430343195,0.618772722157204,63.6792317809297,4.187942308767094,19,10454,317414,1357,Q9P2J2,Protein turtle homolog A,1,159896829,159915386
IL10,Interleukin-10,1,206940947,206945839,0.0709789976782204,0.753968661744134,0.217445331332323,0.758691060313292,10454,313327,0.96309098065697,0.564182878818578,0.285112519154891,0.0550572964694889,0.0768128823705493,0.228140114692596,24.6562141370418,5.444295788898544,9,10454,313327,1360,P22301,Interleukin-10,1,206940947,206945839
IL10RB,Interleukin-10 receptor subunit beta,21,34638663,34669539,0.0102516789231995,0.650496038451341,0.928340989450065,0.877945877102246,10454,312493,0.811339996719603,0.874006600747729,0.644931175676139,0.398272373788769,0.360149871465195,0.248995150299869,293.732590173092,7.69165288130073,26,10454,312493,1362,Q08334,Interleukin-10 receptor subunit beta,21,34638663,34669539
IL12A_IL12B,Interleukin-12,5,158741791,158757895,0.82776610400797,0.325835060526199,0.856454895793045,0.489167675049935,10454,312825,0.449553192576152,0.604556519505548,0.50966801489346,0.947529725385129,0.961329074493355,0.78482923600061,706.031797203826,10.055459917103514,7,10454,312825,1364,P29459_P29460,Interleukin-12,5,158741791,158757895
IL12B,Interleukin-12 subunit beta,5,158741791,158757895,0.473411640550313,0.84208486271273,0.779053120414679,0.908975391838996,10454,312284,0.43728724152642,0.631245655273225,0.573571354310647,0.96339582936292,0.935636479210039,0.717448896932464,714.009372451874,36.08616201778014,8,10454,312284,1365,P29460,Interleukin-12 subunit beta,5,158741791,158757895
IL12RB1,Interleukin-12 receptor subunit beta-1,19,18169805,18209754,0.178981608665612,0.173816418916224,0.341040247381441,0.279072254476351,10454,313327,0.840833737269593,0.187547812589315,0.0689872069131149,0.792493911845764,0.96507632733167,0.965336425807515,154.069173948344,11.852684029465124,22,10454,313327,1366,P42701,Interleukin-12 receptor subunit beta-1,19,18169805,18209754
IL15RA,Interleukin-15 receptor subunit alpha,10,5990855,6020150,0.837503986067899,0.215618696914712,0.509166941095082,0.0383980036187932,10454,313327,0.336188077146288,0.150097460110574,0.0903607869206007,0.505175181864018,0.629597807347404,0.487833952128312,133.741743924278,5.788600420298522,21,10454,313327,1372,Q13261,Interleukin-15 receptor subunit alpha,10,5990855,6020150
IL16,Pro-interleukin-16,15,81451916,81605104,0.728276356030239,0.223654432415457,0.0372657901088969,0.0402056295172101,10454,312284,0.18245346904646,0.358047877809178,0.598856912913496,0.956388177386829,0.581096141649728,0.298097506954514,745.306136968184,536.1165648856226,9,10454,312284,1373,Q14005,Pro-interleukin-16,15,81451916,81605104
IL17C,Interleukin-17C,16,88704999,88706881,0.0571185827320521,0.167682867393603,0.101483586016485,0.0840457277581433,10454,313327,0.149830133044162,0.192351778064953,0.268788337303038,0.778682848394047,0.94755417234947,0.865331513616475,22.2754656623193,5.4561648703141765,19,10454,313327,1375,Q9P0M4,Interleukin-17C,16,88704999,88706881
IL17D,Interleukin-17D,13,21276266,21297237,0.564309989991054,0.457293751014623,0.632513749419667,0.994441196113311,10454,313327,0.497770055691637,0.550274302689772,0.391274976702418,0.472639743922486,0.772304480187426,0.975336250509866,430.591163605097,10.324718876148784,6,10454,313327,1376,Q8TAD2,Interleukin-17D,13,21276266,21297237
IL17F,Interleukin-17F,6,52101479,52109335,0.00871173674315912,0.871266834188533,0.851434139648588,0.349606197738796,10454,313327,0.810440037651231,0.261905444106329,0.105398917486347,0.299537630515822,0.535310984594148,0.676962936897888,27.1819166454319,6.753402449925959,10,10454,313327,1377,Q96PD4,Interleukin-17F,6,52101479,52109335
IL17RA,Interleukin-17 receptor A,22,17565844,17596583,0.995754242508549,0.727978224380777,0.186872059616012,0.206871490903642,10454,312640,0.828343803847324,0.869191929493076,0.629043465285436,0.214408001808148,0.382015269830408,0.535905761800427,1265.52311309382,402.5936033763141,32,10454,312640,1378,Q96F46,Interleukin-17 receptor A,22,17565844,17596583
IL17RB,Interleukin-17 receptor B,3,53880607,53899827,0.473859091703946,0.474497024698996,0.871442628307408,0.347817934978472,10454,313152,0.0779729933698918,0.199035843611937,0.726843667854839,0.0720869958639823,0.194738223352832,0.846743421016972,1262.43119644845,41.74697637119879,7,10454,313152,1379,Q9NRM6,Interleukin-17 receptor B,3,53880607,53899827
IL18,Interleukin-18,11,112013974,112034840,0.545359414690626,0.692095876056007,0.925256748978102,0.921502344491456,10454,312790,0.893569685705364,0.74772697514096,0.452849763558368,0.80805965003759,0.496322003865977,0.246673878474039,277.201958232059,4.119433319042063,8,10454,312790,1380,Q14116,Interleukin-18,11,112013974,112034840
IL18R1,Interleukin-18 receptor 1,2,102927989,103015218,0.0480224867380339,0.976904702653196,0.0236749910654656,0.0326336809999164,10454,312284,0.0206902982152241,0.0345082637511225,0.239997164112217,0.138031252617022,0.330105187620521,0.896504174294677,845.468699538219,47.67655435507111,18,10454,312284,1382,Q13478,Interleukin-18 receptor 1,2,102927989,103015218
IL19,Interleukin-19,1,206972215,207016324,0.97772494398404,0.831516628025817,0.943145660419004,0.973122358746057,10454,313489,0.851633297760853,0.271314985425745,0.10864329572525,0.870525098891742,0.985460041006382,0.958351352422118,59.3103017201739,4.379595899941953,13,10454,313489,1384,Q9UHD0,Interleukin-19,1,206972215,207016324
IL1R1,Interleukin-1 receptor type 1,2,102681004,102796334,0.23064907635065,0.0467264688186482,0.334729032179338,0.332714082382538,10454,312704,0.680647698323623,0.307568587735388,0.139033825851331,0.145596274987938,0.332139654381009,0.768531451697903,75.1575925073473,4.710587912310064,18,10454,312704,1387,P14778,Interleukin-1 receptor type 1,2,102681004,102796334
IL1R2,Interleukin-1 receptor type 2,2,102608306,102645006,0.0506401350257556,0.321565906110327,0.0399377378531566,0.0296904009270599,10454,312722,0.167197984698375,0.296762604606063,0.470064970307103,0.202523502439815,0.38061986518705,0.579016059858651,496.289842352523,16.848671106191652,15,10454,312722,1388,P27930,Interleukin-1 receptor type 2,2,102608306,102645006
IL1RAP,Interleukin-1 receptor accessory protein,3,190231840,190375843,0.855019596514675,0.307308125279016,0.944553071147135,0.769306116152907,10454,312640,0.756671679964533,0.913880039852276,0.771812614648226,0.0492072315186616,0.0152886013256082,0.0340334061436097,897.725190082458,259.82816705962034,35,10454,312640,1389,Q9NPH3,Interleukin-1 receptor accessory protein,3,190231840,190375843
IL1RL1,Interleukin-1 receptor-like 1,2,102927962,102968497,0.656887198922592,0.637532416205765,0.109771305269352,0.277935635546896,10454,312331,0.157064004399585,0.356359990613296,0.804215234123556,0.153486999672527,0.310184116664859,0.58142776259755,1428.74476412559,310.39562426779133,15,10454,312331,1390,Q01638,Interleukin-1 receptor-like 1,2,102927962,102968497
IL1RL2,Interleukin-1 receptor-like 2,2,102803433,102856462,0.846995278913527,0.281006660178273,0.876882949508779,0.553715070888043,10454,313327,0.623274993727011,0.884460954200958,0.947875845599566,0.48553228048738,0.697651345785597,0.628823047327342,410.091876773075,32.82949788953538,19,10454,313327,1391,Q9HB29,Interleukin-1 receptor-like 2,2,102803433,102856462
IL1RN,Interleukin-1 receptor antagonist protein,2,113864791,113891593,0.947899634378691,0.993768256139955,0.300665984977657,0.315608703680352,10454,312723,0.0352262244949908,0.0043614955237469,0.0111854800136547,0.0734713104836303,0.0756587104914411,0.161584477081474,98.7539725651209,18.504248725623206,15,10454,312723,1392,P18510,Interleukin-1 receptor antagonist protein,2,113864791,113891593
IL20RB,Interleukin-20 receptor subunit beta,3,136665072,136729927,0.983065164180822,0.391503289173766,0.968912700216224,0.747607953686232,10454,318326,0.377707925312365,0.045598757930927,0.0201670049837626,0.942774033868104,0.185325757131508,0.0665502316898502,35.6012170582791,3.8059552391902174,6,10454,318326,1396,Q6UXL0,Interleukin-20 receptor subunit beta,3,136665072,136729927
IL22,Interleukin-22,12,68642022,68647387,0.467612327356413,0.68601361220058,0.901935305697881,0.551881828843746,10454,317550,0.472054422045756,0.377133811242767,0.231258578641253,0.567029244044311,0.797738547057822,0.724448161158176,26.8957470073235,4.049834919804645,7,10454,317550,1398,Q9GZX6,Interleukin-22,12,68642022,68647387
IL22RA1,Interleukin-22 receptor subunit alpha-1,1,24446261,24469611,0.980258390303522,0.794885942296114,0.932517048657284,0.722406693231749,10454,313327,0.379644951963813,0.447780098705382,0.360815824554399,0.151573037679098,0.20964763352692,0.301328043278659,65.6906989254731,5.291590251509455,12,10454,313327,1399,Q8N6P7,Interleukin-22 receptor subunit alpha-1,1,24446261,24469611
IL2RA,Interleukin-2 receptor subunit alpha,10,6052652,6104288,0.91798196728621,0.295862989467957,0.111034199501522,0.137734497654565,10454,312901,0.247626032265961,0.212517234446847,0.184525203293427,0.632714062302014,0.644352588997675,0.419891281309168,330.02853805472,41.17235808312702,32,10454,312901,1402,P01589,Interleukin-2 receptor subunit alpha,10,6052652,6104288
IL31RA,Interleukin-31 receptor subunit alpha,5,55147207,55218678,0.477184381932607,0.0479162502599379,0.0730593182730237,0.172969722077968,10454,318451,0.29582919791558,0.518240932158582,0.637694480181862,0.377752589853188,0.275582313804034,0.179744749945645,797.562906631032,82.96577112474071,13,10454,318451,1407,Q8NI17,Interleukin-31 receptor subunit alpha,5,55147207,55218678
IL32,Interleukin-32,16,3115298,3131908,0.778153356507157,0.736407558341164,0.839379714595282,0.721173938048901,10454,312713,0.98309150980355,0.530929704332296,0.260567073417933,0.626951125108088,0.861283291878325,0.802671057548817,71.4446321617039,8.446987046751405,18,10454,312713,1408,P24001,Interleukin-32,16,3115298,3131908
IL34,Interleukin-34,16,70613798,70694585,0.144309488657819,0.469955754328716,0.884961412998797,0.831746885572132,10454,313577,0.302882277919652,0.339990045544416,0.295098135099221,2.33198079361808e-05,3.56442255401303e-05,0.107747627015596,1502.0059018742,554.6647982966236,12,10454,313577,1410,Q6ZMJ4,Interleukin-34,16,70613798,70694585
IL36G,Interleukin-36 gamma,2,113730780,113743242,0.966475954736742,0.488945037665501,0.867540096790843,0.207340398823735,10454,318460,0.279672034563075,0.456919144920524,0.528200851844092,0.345817668508005,0.60439637911143,0.73087860152782,12.4798300958699,3.046451545425396,10,10454,318460,1412,Q9NZH8,Interleukin-36 gamma,2,113730780,113743242
IL4R,Interleukin-4 receptor subunit alpha,16,27324989,27376099,0.831328460142889,0.165627774106336,0.845786374045228,0.491469710277187,10454,312713,0.490220067230279,0.661220155518226,0.553378368842103,0.316561849486586,0.374845126611118,0.327341638220762,200.170829663694,3.707207580687356,11,10454,312713,1415,P24394,Interleukin-4 receptor subunit alpha,16,27324989,27376099
IL5RA,Interleukin-5 receptor subunit alpha,3,3111233,3168297,0.103928710371788,0.208198834892186,0.482824268011353,0.823033897858456,10454,312713,0.324505174324096,0.501195088541296,0.521541164318158,0.0076140966871023,0.020650278481211,0.424436478422947,188.51725136297,10.64712378631326,38,10454,312713,1417,Q01344,Interleukin-5 receptor subunit alpha,3,3111233,3168297
IL6R,Interleukin-6 receptor subunit alpha,1,154377669,154441926,0.702872733770687,0.117598816363874,0.149007972412877,0.0407947133353719,10454,312841,0.260130868329523,0.477850988299219,0.647628607421664,0.733609897089833,0.57217093049127,0.317114404428226,2971.85821013356,55.64111802323393,11,10454,312841,1419,P08887,Interleukin-6 receptor subunit alpha,1,154377669,154441926
IL6ST,Interleukin-6 receptor subunit beta,5,55230923,55290821,0.182587997142157,0.939566631825787,0.954354874086348,0.809007449558425,10454,312630,0.744757575068121,0.90667793179316,0.76424368681218,0.841984093154085,0.926165196891547,0.736012575763064,67.5148316532415,4.796788100424348,10,10454,312630,1420,P40189,Interleukin-6 receptor subunit beta,5,55230923,55290821
IL7,Interleukin-7,8,79587978,79717758,0.241425925452173,0.797605741227331,0.771427647332227,0.683727514786728,10454,312713,0.416356424482816,0.267896028723926,0.160058517901156,0.416852234773603,0.716640877929625,0.932428047138399,31.5347022670866,4.427100571461103,8,10454,312713,1421,P13232,Interleukin-7,8,79587978,79717758
IL7R,Interleukin-7 receptor subunit alpha,5,35852797,35879705,0.888298658685297,0.00314642866023157,0.654602185673327,0.103814819160041,10454,312640,0.932751558907792,0.376549659604452,0.162997212898405,0.31324815142665,0.367683208462327,0.321179720840895,1569.45557365288,236.2411895399381,13,10454,312640,1422,P16871,Interleukin-7 receptor subunit alpha,5,35852797,35879705
IMPA1,Inositol monophosphatase 1,8,82570196,82598928,0.192226003642195,0.561170785008702,0.0717331412400493,0.458003430312057,10454,312918,0.23334334086696,0.363769134215177,0.437760438561798,0.011170679344401,0.0397355604790704,0.908992058416944,50.2033012426553,2.3141800221843947,16,10454,312918,1426,P29218,Inositol monophosphatase 1,8,82570196,82598928
INHBB,Inhibin beta B chain,2,121103719,121109384,0.665915427587904,0.617359659787105,0.83288319923087,0.88761588530723,10454,318083,0.949597118426596,0.646280884813324,0.351230943218683,0.957832858803255,0.658131502886844,0.361146030426736,13.286326923048,4.359174219196021,9,10454,318083,1430,P09529,Inhibin beta B chain,2,121103719,121109384
INHBC,Inhibin beta C chain,12,57828543,57844611,0.773831001595409,0.0582794139549268,0.0961273090193159,0.0824811704727492,10454,312640,0.0582711023890107,0.0720285313195241,0.195515978795597,0.157105410511904,4.00362783696179e-05,1.93771275937429e-05,742.791336212207,223.8712691209444,5,10454,312640,1431,P55103,Inhibin beta C chain,12,57828543,57844611
INPP5D,"Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 1",2,233924677,234116549,0.478734930478929,0.554384227867968,0.756600554801707,0.82915747611826,10454,318239,0.492749129589779,0.424640768883216,0.264995772697222,0.172009649965588,0.0313659595877107,0.0245023532743574,32.5623834188616,3.017288679233084,18,10454,318239,1433,Q92835,"Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 1",2,233924677,234116549
INSL5,Insulin-like peptide INSL5,1,67263424,67266939,0.0468330334023316,0.145927375763972,0.0570276914850496,0.196941704784179,10454,317541,0.97947278978113,0.292430858680818,0.116907149519009,0.298839115702728,0.319382287551679,0.272650078607943,46.6580031915356,9.042867138342285,11,10454,317541,1438,Q9Y5Q6,Insulin-like peptide INSL5,1,67263424,67266939
IPCEF1,Interactor protein for cytohesin exchange factors 1,6,154475631,154677926,0.311604173240851,0.620866375806345,0.349678719619967,0.900825927033782,10454,312975,0.297385578846065,0.465869121290765,0.506230616559745,0.402450376237844,0.635820959036649,0.650965728903662,16.0676428680737,2.921336610009108,15,10454,312975,1440,Q8WWN9,Interactor protein for cytohesin exchange factors 1,6,154475631,154677926
IQGAP2,Ras GTPase-activating-like protein IQGAP2,5,75699074,76003957,0.860785872461814,0.805167703511215,0.772360826498819,0.852625417851795,10454,312825,0.803049474136595,0.804464559815113,0.54140591369457,0.100232166297908,0.186006544636294,0.415817904299466,36.5109329675589,2.058767640269076,12,10454,312825,1441,Q13576,Ras GTPase-activating-like protein IQGAP2,5,75699074,76003957
ISLR2,Immunoglobulin superfamily containing leucine-rich repeat protein 2,15,74392652,74430881,0.240931806285543,0.940393739957799,0.606666670377963,0.755880195696951,10454,313986,0.95316422212402,0.882557134421662,0.619619848241427,0.630774386538879,0.594515034734104,0.368414429706613,49.0642614838463,4.831716067120547,9,10454,313986,1445,Q6UXK2,Immunoglobulin superfamily containing leucine-rich repeat protein 2,15,74392652,74430881
ISM1,Isthmin-1,20,13202418,13281298,0.193187842902058,0.98899257511192,0.128683001946289,0.537641779050421,10454,312713,0.191474338885744,0.425481561991876,0.956965474476578,0.942404872225667,0.255439732476388,0.0988306076553384,57.4449657506521,3.6550754860451273,33,10454,312713,1446,B1AKI9,Isthmin-1,20,13202418,13281298
ITGA11,Integrin alpha-11,15,68594050,68724501,0.513952598947692,0.850427223066471,0.00885042013585013,0.0955750402893712,10454,312713,0.698568834314785,0.0292582720387055,0.0085576210973746,0.117111507520202,0.286948629432746,0.838813276686201,72.1512885116982,6.783612676467906,20,10454,312713,1449,Q9UKX5,Integrin alpha-11,15,68594050,68724501
ITGA2,Integrin alpha-2,5,52285156,52390609,0.712250415694632,0.246038159747012,0.198055483662455,0.0199036944598972,10454,318083,0.729092182034609,0.645193865185958,0.384447551021233,0.285176154422089,0.526430205646184,0.707270340854296,479.555299634166,31.942297590659454,24,10454,318083,1450,P17301,Integrin alpha-2,5,52285156,52390609
ITGA5,Integrin alpha-5,12,54789045,54813244,0.192497649969156,0.117321222595128,0.529669751064041,0.763071997801396,10454,312640,0.781805833763562,100,,0.199943929658478,,,11.0436155558643,<rpy2.rinterface_lib.sexp.NULLType object at 0x7f069bb44840> [RTYPES.NILSXP],6,10454,312640,1451,P08648,Integrin alpha-5,12,54789045,54813244
ITGA6,Integrin alpha-6,2,173292082,173371181,0.196288521078043,0.068950872023837,0.377819438193186,0.18970292893603,10454,312713,0.993663752784037,0.987963257174301,0.876490351716657,0.739951334464999,0.793252184991974,0.552386941441277,109.111762844846,18.39957283025431,10,10454,312713,1452,P23229,Integrin alpha-6,2,173292082,173371181
ITGAL,Integrin alpha-L,16,30483979,30534506,0.925686351921121,0.756971157008452,0.887102275548313,0.607456655794987,10454,318326,0.608463507934585,0.558655210297169,0.342246924507569,0.876718947943955,0.687544263087132,0.394446178622859,44.2912846183875,4.776339560764242,7,10454,318326,1453,P20701,Integrin alpha-L,16,30483979,30534506
ITGAM,Integrin alpha-M,16,31271311,31344213,0.240817336855483,0.224817765577637,0.253007815429451,0.606975933828803,10454,312640,0.83794634745319,0.0584870067941127,0.0175972648564411,0.155673871393214,0.304405576947073,0.546824466118937,88.1127830246658,3.2718778648277356,6,10454,312640,1454,P11215,Integrin alpha-M,16,31271311,31344213
ITGAV,Integrin alpha-V,2,187454792,187545628,0.118845819566615,0.0745698236243914,0.0933825749211332,0.180362413551023,10454,312360,0.276345475189212,0.207709513019085,0.161704098696974,0.311680920491661,0.528980390088911,0.617026027971528,132.562052050251,3.828035862409483,6,10454,312360,1455,P06756,Integrin alpha-V,2,187454792,187545628
ITGB2,Integrin beta-2,21,46305868,46351904,0.680527048443336,0.412596097638947,0.143814332158394,0.934038728607051,10454,312869,0.967903772950143,0.779234597091013,0.480713821765111,0.321712118343501,0.141034825326083,0.0866507321065267,21.7382943761158,3.920046394384357,18,10454,312869,1460,P05107,Integrin beta-2,21,46305868,46351904
ITGB6,Integrin beta-6,2,160956177,161128399,0.43350547621139,0.179823456548306,0.555041256924543,0.133224268084807,10454,313327,0.0619844542052937,0.131635782364134,0.449426728393643,0.096170029675749,0.16589878919787,0.3637744417154,182.061559311671,10.877162650677269,11,10454,313327,1462,P18564,Integrin beta-6,2,160956177,161128399
ITGB7,Integrin beta-7,12,53585102,53601091,0.330877146300715,0.267837551475494,0.0112909364521973,0.107174180985267,10454,312360,0.233567038947602,0.220059011012358,0.204674110978145,0.0814395271004116,0.013594527877235,0.0183729477482172,50.3662244637276,4.713635475208225,5,10454,312360,1463,P26010,Integrin beta-7,12,53585102,53601091
ITGBL1,Integrin beta-like protein 1,13,102104966,102375456,0.581558134974959,0.630502733938078,0.541155414307379,0.865926910873642,10454,317421,0.88930402468274,0.224629004262628,0.0849742283922399,0.368987573604474,0.320314164967618,0.225371923949521,85.1796559234976,2.550922328529821,41,10454,317421,1464,O95965,Integrin beta-like protein 1,13,102104966,102375456
ITIH3,Inter-alpha-trypsin inhibitor heavy chain H3,3,52828784,52843025,0.593705812470378,0.998172570692715,0.744665040898925,0.643050952632965,10454,312497,0.0785547191240327,0.0909314953338328,0.192181911700683,0.912155751862876,0.979236756882119,0.862960358886285,378.866669275385,10.005259059038222,6,10454,312497,1466,Q06033,Inter-alpha-trypsin inhibitor heavy chain H3,3,52828784,52843025
ITIH4,Inter-alpha-trypsin inhibitor heavy chain H4,3,52846991,52865495,0.0172598291032666,0.992659521690631,0.172912248087015,0.0217185763171901,10454,317354,0.432935659425705,0.432679628758567,0.303087739803396,0.871970919036794,0.9549734152869,0.796993546424998,209.540127443001,4.75890707289923,6,10454,317354,1467,Q14624,Inter-alpha-trypsin inhibitor heavy chain H4,3,52846991,52865495
ITPA,Inosine triphosphate pyrophosphatase,20,3189514,3204516,0.318147475689867,0.721249128985955,0.586996946685711,0.376487027874875,10454,318445,0.125433659284723,0.167173133081005,0.267528159528386,0.303767554260842,0.517347973630339,0.609777268641957,1457.39759208518,195.77690617995052,8,10454,318445,1470,Q9BY32,Inosine triphosphate pyrophosphatase,20,3189514,3204516
JAM2,Junctional adhesion molecule B,21,27011584,27089874,0.0205084993897646,0.969238834156312,0.920853536915097,0.617871165385147,10454,312346,0.747974847079691,0.904747881703841,0.755511683555326,0.627070756465149,0.374701769723963,0.188769736068501,28.0793870965938,1.694870796477275,8,10454,312346,1475,P57087,Junctional adhesion molecule B,21,27011584,27089874
JAM3,Junctional adhesion molecule C,11,133938820,134021896,0.0515067403847517,0.730872098245538,0.734449136295871,0.932143201234273,10454,318083,0.482970875425354,0.769393574088046,0.85763383279854,0.311923132627905,0.11676177739478,0.0704407304873925,16.217227517123,4.976343272999824,12,10454,318083,1476,Q9BX67,Junctional adhesion molecule C,11,133938820,134021896
KAZALD1,Kazal-type serine protease inhibitor domain-containing protein 1,10,102821598,102827888,0.017913628062574,0.717833825559863,0.609192721418507,0.963883174643201,10454,312825,0.0924495099934933,0.240449516328478,0.889143125805208,0.0254344084289747,0.0739637185165793,0.643413929758772,220.727653438368,139.40482360433927,30,10454,312825,1481,Q96I82,Kazal-type serine protease inhibitor domain-containing protein 1,10,102821598,102827888
KDR,Vascular endothelial growth factor receptor 2,4,55944644,55991756,0.574910881406113,0.261490442388948,0.825658982161715,0.288801964847269,10454,312549,0.600318831466372,0.607452694212618,0.395349540707313,0.857864291922172,0.0645348684828537,0.0195793510292294,134.845924828004,47.78506152426376,15,10454,312549,1488,P35968,Vascular endothelial growth factor receptor 2,4,55944644,55991756
KEL,Kell blood group glycoprotein,7,142638201,142659768,0.87797014821324,0.107280915902585,0.554053220182295,0.461998662496777,10454,313518,0.607781591257516,0.800603771796954,0.670203528398723,0.394742713778377,0.310401173244515,0.203721038728829,96.7973999715174,43.42908309736728,10,10454,313518,1489,P23276,Kell blood group glycoprotein,7,142638201,142659768
KHK,Ketohexokinase,2,27309615,27323640,0.728136803833881,0.363357943415008,0.218379125740703,0.0932003650401136,10454,318239,0.736715468761605,0.765710883295321,0.516512228804614,0.664336008699574,0.515772345029346,0.286524809352058,1162.67644214425,48.03764608524244,3,10454,318239,1491,P50053,Ketohexokinase,2,27309615,27323640
KIAA0319,Dyslexia-associated protein KIAA0319,6,24544332,24646383,0.231561523849151,0.800959074795584,0.787810556747289,0.295403934647233,10454,317485,0.344551415309066,0.248340411712753,0.168927084192018,0.319528540321977,0.163609306493097,0.104883505861567,127.358601880131,3.076984411492358,22,10454,317485,1492,Q5VV43,Dyslexia-associated protein KIAA0319,6,24544332,24646383
KIR2DL3,Killer cell immunoglobulin-like receptor 2DL3,19,55249980,55295776,0.757670170056583,0.703822956361269,0.503197946233443,0.992003800278305,10454,313474,0.343872898462211,0.595294229443974,0.706798416506291,0.144502147772923,0.269201033888073,0.481595747814585,45.1195677807646,19.89495896947541,22,10454,313474,1501,P43628,Killer cell immunoglobulin-like receptor 2DL3,19,55249980,55295776
KIR2DS4,Killer cell immunoglobulin-like receptor 2DS4,19,55344131,55360024,0.124468865900598,0.83051348705212,0.797033069516209,0.952104228398089,10454,317541,0.664336136260247,0.909067014385175,0.961067345883318,0.26038553393914,0.529967832133597,0.95507319096725,4545.18741405045,919.6561720826496,19,10454,317541,1502,P43632,Killer cell immunoglobulin-like receptor 2DS4,19,55344131,55360024
KIR3DL1,Killer cell immunoglobulin-like receptor 3DL1,19,55235969,55378448,0.685576785138517,0.964979036348213,0.217785176141007,0.417386733640263,10454,313474,0.880934591768942,0.756697888153312,0.464461201029948,0.476635130167483,0.750838145411837,0.79638496245679,776.562231140844,62.074107809069176,38,10454,313474,1503,P43629,Killer cell immunoglobulin-like receptor 3DL1,19,55235969,55378448
KIRREL2,Kin of IRRE-like protein 2,19,36346763,36358011,0.727615436814156,0.920789901856755,0.981151124691198,0.975486269531784,10454,313518,0.366313294592084,0.663353681338747,0.944764960587035,0.107330985606282,0.273348227316822,0.975606893618112,53.8017228737528,6.112956432774981,11,10454,313518,1506,Q6UWL6,Kin of IRRE-like protein 2,19,36346763,36358011
KLB,Beta-klotho,4,39408473,39453156,0.679839470027425,0.100882501824592,0.00577511616999754,0.254279023311621,10454,313518,0.135049680228077,0.285588915577518,0.601312401390523,0.841670341177694,0.273198798170215,0.109931618025305,737.981494062884,33.98308598300832,21,10454,313518,1509,Q86Z14,Beta-klotho,4,39408473,39453156
KLK1,Kallikrein-1,19,51322404,51327043,0.637254811910949,0.296550975049416,0.946124899281332,0.62100235438925,10454,313011,0.974284044963214,0.126168882186724,0.0419051568418279,0.108007892073506,0.265047052743195,0.787631345839954,46.8273887577874,22.08124745813302,22,10454,313011,1512,P06870,Kallikrein-1,19,51322404,51327043
KLK10,Kallikrein-10,19,51515995,51523431,0.259719690948726,0.228429345028203,0.0940005039686005,0.286123491912277,10454,312650,0.323396125876176,0.59265099261667,0.789625921933011,0.725804961183825,0.395548348620676,0.188160330894423,173.629505065235,14.431960706154925,32,10454,312650,1513,O43240,Kallikrein-10,19,51515995,51523431
KLK11,Kallikrein-11,19,51525472,51531295,0.939612332903605,0.676498880221883,0.677420958916103,0.525198907390398,10454,312887,0.600580137539455,0.50394260449822,0.295052085427548,0.477627597665447,0.693362499069171,0.632914023954461,67.5777280673678,13.579105918103693,25,10454,312887,1514,Q9UBX7,Kallikrein-11,19,51525472,51531295
KLK12,Kallikrein-12,19,51532348,51538486,0.997861128536073,0.262611006710932,0.784867281706171,0.980607793805223,10454,313474,0.450625513135179,0.749031527904949,0.924851141065055,0.889200621781439,0.699702985676099,0.404540320958203,390.71317684224,53.37018913337151,34,10454,313474,1515,Q9UKR0,Kallikrein-12,19,51532348,51538486
