gene_names,pg_adsp,pnl_adsp,pg_ukb,pnl_ukb,adsp_size.x,ukb_size.x,gene_ind.x,ensembl,pg_X1_adsp,pg_X2_adsp,pnl_X2_adsp,pg_X1_ukb,pg_X2_ukb,pnl_X2_ukb,stage1_fstat,stage1_X2_fstat,num_snps,adsp_size.y,ukb_size.y,gene_ind.y,uniprot_id,protein_name,chr,start,end
ICOSLG,0.39580466850632,0.56400886863436,0.62376203300723,0.821709924599385,10454,312825,1319,ICOSLG,0.323486260355468,0.376523210493275,0.322507087556649,0.863213964543283,0.0534908801424826,0.0157838357340858,85.9772717933226,10.88167964635027,18,10454,312825,1319,O75144,ICOS ligand,21,45642874,45660849
IDI2,0.603320977571729,0.53052553043982,0.070526331531075,0.162337414290609,10454,313518,1321,IDI2,0.0500633795957411,0.14521136647818,0.887599311626519,0.528860067998957,0.728892821562312,0.627200669799362,235.229190532333,5.965198386645874,14,10454,313518,1321,Q9BXS1,Isopentenyl-diphosphate delta-isomerase 2,10,1064847,1071799
IDO1,0.0672145417989032,0.426703375129202,0.86542797316347,0.907570057736393,10454,318239,1322,IDO1,0.108823069993583,0.15838873534935,0.291160978272802,0.961248967650767,0.8169363587257,0.52604432967242,150.550836861452,8.476378276915558,11,10454,318239,1322,P14902,"Indoleamine 2,3-dioxygenase 1",8,39759794,39785963
IDUA,0.798198563801467,0.61154275812146,0.745318009997596,0.805992034223512,10454,312360,1324,IDUA,0.901870734173428,0.95357987030083,0.777489160641519,0.0390776892320356,0.0158719255192447,0.0447265592342476,631.583268607812,47.37154719507995,19,10454,312360,1324,P35475,Alpha-L-iduronidase,4,980785,998316
IFI30,0.378838531955704,0.513560745361004,0.540934251776874,0.742632497469563,10454,318303,1325,IFI30,0.85736868042122,0.974098680173984,0.887021796727593,0.452943447481601,0.718389452968491,0.753985953377039,314.892796194394,11.471225917482684,11,10454,318303,1325,P13284,Gamma-interferon-inducible lysosomal thiol reductase,19,18283972,18288927
IFIT3,0.475502890621811,0.668757095347358,0.746532906530912,0.778149375383804,10454,317953,1327,IFIT3,0.37053377622136,0.523882730854887,0.483429871914599,0.0281221534415463,0.0322149683442512,0.152197270974767,43.1231614818389,6.6530958516389855,4,10454,317953,1327,O14879,Interferon-induced protein with tetratricopeptide repeats 3,10,91087651,91100728
IFNAR1,0.0684221101418717,0.32002372934802,0.933454300912564,0.852650549244494,10454,317541,1328,IFNAR1,0.237920860623827,0.4936945861213,0.890736458974192,0.295267833083649,0.565718687024011,0.834090119414498,206.830375511246,5.944605784868321,15,10454,317541,1328,P17181,Interferon alpha/beta receptor 1,21,34696734,34732168
IFNGR1,0.1063722297204,0.264941115093887,0.750197646482607,0.846196084291508,10454,312493,1330,IFNGR1,0.355862116308289,0.526839843104034,0.512335324534852,0.704947577574127,0.46376919289904,0.237838743513464,17.7289461345077,2.9216019065731023,13,10454,312493,1330,P15260,Interferon gamma receptor 1,6,137518621,137540586
IFNGR2,0.537275650699865,0.510247077233107,0.282563388404278,0.939854225487952,10454,312918,1331,IFNGR2,0.0828524105059234,0.217487456149726,0.835105349401232,0.172575420182376,0.237848977981906,0.314469097225007,6151.61619728257,3154.385060019304,13,10454,312918,1331,P38484,Interferon gamma receptor 2,21,34775202,34851655
IFNLR1,0.612931479490964,0.439887902185337,0.814398213966651,0.894343997344011,10454,312713,1334,IFNLR1,0.441708956472006,0.741124590661217,0.931622587978589,0.931768200168659,0.0435621006598083,0.0123508517662755,27.3483409767809,3.2632657426365683,15,10454,312713,1334,Q8IU57,Interferon lambda receptor 1,1,24480647,24514449
IGDCC4,0.044787187459683,0.267668425094492,0.4111380525726,0.928668995942346,10454,317421,1339,IGDCC4,0.782690386105871,0.910179589406254,0.737708173732416,0.325413759743759,0.498556349859166,0.514445105819744,54.7342805386486,13.59874656133896,11,10454,317421,1339,Q8TDY8,Immunoglobulin superfamily DCC subclass member 4,15,65673802,65715410
IGF1R,0.980106604666365,0.0753873468992816,0.0171596885334802,0.0111786779518703,10454,312825,1340,IGF1R,0.761725928970288,0.381321899420194,0.175396995759919,0.175837685320898,0.399858297406061,0.976924495479462,16.6051704461752,4.564292042224685,25,10454,312825,1340,P08069,Insulin-like growth factor 1 receptor,15,99192200,99507759
IGF2R,0.608386047158218,0.52153921305829,0.0702335411925755,0.0824614609288262,10454,312640,1342,IGF2R,0.765094636672775,0.408745872130491,0.192292375708225,0.772671888165854,0.125643867589552,0.0437768325130581,290.102230267356,15.749606780533632,23,10454,312640,1342,P11717,Cation-independent mannose-6-phosphate receptor,6,160390131,160534539
IGFBP3,0.00341513977016816,0.0182812821745492,0.613970060388429,0.614257476814287,10454,312497,1345,IGFBP3,0.974291687801216,0.976709198420525,0.830008729288166,0.0400304131464826,0.121444954843551,0.999929749329996,155.596794904403,2.7463510459293303,23,10454,312497,1345,P17936,Insulin-like growth factor-binding protein 3,7,45951949,45961473
IGFBP6,0.729105530635023,0.587939151183598,0.216786568943402,0.896390013960622,10454,312792,1347,IGFBP6,0.188316824790262,100,,0.0771287625744247,,,27.13015762839,<rpy2.rinterface_lib.sexp.NULLType object at 0x7fc6bea40900> [RTYPES.NILSXP],5,10454,312792,1347,P24592,Insulin-like growth factor-binding protein 6,12,53491220,53496129
IGFBP7,0.0425297841265438,0.157802535658652,0.0119871910853983,0.00973381698993769,10454,312214,1348,IGFBP7,0.730216034748369,0.930721677446589,0.875164214443214,0.238541156276112,0.29717186160684,0.308358104290362,92.5846761534157,5.054429183614299,34,10454,312214,1348,Q16270,Insulin-like growth factor-binding protein 7,4,57896939,57976551
IGFBPL1,0.88553383353956,0.560706982693874,0.862048023662041,0.881880653492759,10454,312630,1349,IGFBPL1,0.982224838566716,0.835476031029714,0.549065639354939,0.670124949082398,0.769641881246851,0.558559979643377,163.449483899992,16.853871407092768,42,10454,312630,1349,Q8WX77,Insulin-like growth factor-binding protein-like 1,9,38408991,38424444
IGHMBP2,0.805872067661556,0.721983121718028,0.415989048920649,0.969232672539955,10454,318445,1351,IGHMBP2,0.302534614411621,0.506802533564165,0.586201194167616,0.0009385519219554,0.0036699473941767,0.603233901596423,25.6614148555375,1.8924218000391262,3,10454,318445,1351,P38935,DNA-binding protein SMUBP-2,11,68671310,68708070
IGLC2,0.0501848772664643,0.230019551408601,0.923720468758631,0.920855712405032,10454,317415,1352,IGLC2,0.258963577776612,0.525412805487842,0.909525950942175,0.864399780558085,0.409747268180927,0.185216560369105,76.2461462783826,3.8057493985579947,4,10454,317415,1352,P0DOY2,Immunoglobulin lambda constant 2,22,23243156,23243617
IGSF21,0.98386492355345,0.723089634684999,0.146911052206451,0.501031262943171,10454,318239,1354,IGSF21,0.637618449651636,0.466956480037153,0.254009401052723,0.869082735122883,0.984397312384227,0.947810508791417,37.6726488370332,2.4218511074364097,25,10454,318239,1354,Q96ID5,Immunoglobulin superfamily member 21,1,18434240,18704977
IGSF3,0.371284639077869,0.226689076226221,0.0412859500895695,0.395815546768485,10454,312825,1355,IGSF3,0.154565538734271,0.363010548377395,0.990605489961597,0.296504625593082,0.483053936115996,0.545519162961762,12.8084536907988,3.4534981671166096,11,10454,312825,1355,O75054,Immunoglobulin superfamily member 3,1,117117031,117210375
IGSF8,0.927742595772952,0.658162803871212,0.797528626772557,0.862462984224856,10454,312630,1356,IGSF8,0.96093115246029,0.814479647736864,0.522990078378268,0.73834931199227,0.932650581362071,0.867422652185256,33.8193853555389,3.0908143509522987,12,10454,312630,1356,Q969P0,Immunoglobulin superfamily member 8,1,160061130,160068733
IGSF9,0.89926040642844,0.492118411866005,0.996692861063352,0.985830245881636,10454,317414,1357,IGSF9,0.261079570409144,0.316881989506618,0.308884583604991,0.419065772330343,0.637459430343195,0.618772722157204,63.6792317809297,4.187942308767094,19,10454,317414,1357,Q9P2J2,Protein turtle homolog A,1,159896829,159915386
IL10,0.0709789976782204,0.1988889061376,0.588146364782136,0.934125948049835,10454,313327,1360,IL10,0.96309098065697,0.564182878818578,0.285112519154891,0.0550572964694889,0.0768128823705493,0.228140114692596,24.6562141370418,5.444295788898544,9,10454,313327,1360,P22301,Interleukin-10,1,206940947,206945839
IL10RB,0.0102516789231995,0.0589434281738976,0.876754181155944,0.880450866009762,10454,312493,1362,IL10RB,0.811339996719603,0.874006600747729,0.644931175676139,0.398272373788769,0.360149871465195,0.248995150299869,293.732590173092,7.69165288130073,26,10454,312493,1362,Q08334,Interleukin-10 receptor subunit beta,21,34638663,34669539
IL12A_IL12B,0.82776610400797,0.972957184431632,0.640881190802396,0.542005663801256,10454,312825,1364,IL12A_IL12B,0.449553192576152,0.604556519505548,0.50966801489346,0.947529725385129,0.961329074493355,0.78482923600061,706.031797203826,10.055459917103514,7,10454,312825,1364,P29459_P29460,Interleukin-12,5,158741791,158757895
IL12B,0.473411640550313,0.756484957294686,0.861426017657383,0.897068164554671,10454,312284,1365,IL12B,0.43728724152642,0.631245655273225,0.573571354310647,0.96339582936292,0.935636479210039,0.717448896932464,714.009372451874,36.08616201778014,8,10454,312284,1365,P29460,Interleukin-12 subunit beta,5,158741791,158757895
IL12RB1,0.178981608665612,0.593195670017688,0.248771076019665,0.297925007321882,10454,313327,1366,IL12RB1,0.840833737269593,0.187547812589315,0.0689872069131149,0.792493911845764,0.96507632733167,0.965336425807515,154.069173948344,11.852684029465124,22,10454,313327,1366,P42701,Interleukin-12 receptor subunit beta-1,19,18169805,18209754
IL15RA,0.837503986067899,0.705622336537585,0.0977124308759766,0.419156350783533,10454,313327,1372,IL15RA,0.336188077146288,0.150097460110574,0.0903607869206007,0.505175181864018,0.629597807347404,0.487833952128312,133.741743924278,5.788600420298522,21,10454,313327,1372,Q13261,Interleukin-15 receptor subunit alpha,10,5990855,6020150
IL16,0.728276356030239,0.946768946045881,0.0538658581461467,0.934440286559393,10454,312284,1373,IL16,0.18245346904646,0.358047877809178,0.598856912913496,0.956388177386829,0.581096141649728,0.298097506954514,745.306136968184,536.1165648856226,9,10454,312284,1373,Q14005,Pro-interleukin-16,15,81451916,81605104
IL17C,0.0571185827320521,0.597034850956006,0.108616673900032,0.658739996150878,10454,313327,1375,IL17C,0.149830133044162,0.192351778064953,0.268788337303038,0.778682848394047,0.94755417234947,0.865331513616475,22.2754656623193,5.4561648703141765,19,10454,313327,1375,Q9P0M4,Interleukin-17C,16,88704999,88706881
IL17D,0.564309989991054,0.690473663434932,0.983425885185086,0.787116265832225,10454,313327,1376,IL17D,0.497770055691637,0.550274302689772,0.391274976702418,0.472639743922486,0.772304480187426,0.975336250509866,430.591163605097,10.324718876148784,6,10454,313327,1376,Q8TAD2,Interleukin-17D,13,21276266,21297237
IL17F,0.00871173674315912,0.04754605397146,0.787680013345664,0.592189072827317,10454,313327,1377,IL17F,0.810440037651231,0.261905444106329,0.105398917486347,0.299537630515822,0.535310984594148,0.676962936897888,27.1819166454319,6.753402449925959,10,10454,313327,1377,Q96PD4,Interleukin-17F,6,52101479,52109335
IL17RA,0.995754242508549,0.617656249803787,0.31665974018644,0.242627910900994,10454,312640,1378,IL17RA,0.828343803847324,0.869191929493076,0.629043465285436,0.214408001808148,0.382015269830408,0.535905761800427,1265.52311309382,402.5936033763141,32,10454,312640,1378,Q96F46,Interleukin-17 receptor A,22,17565844,17596583
IL17RB,0.473859091703946,0.703684995793682,0.667411208560549,0.571221811147485,10454,313152,1379,IL17RB,0.0779729933698918,0.199035843611937,0.726843667854839,0.0720869958639823,0.194738223352832,0.846743421016972,1262.43119644845,41.74697637119879,7,10454,313152,1379,Q9NRM6,Interleukin-17 receptor B,3,53880607,53899827
IL18,0.545359414690626,0.565929694024003,0.895879248810956,0.898534210766423,10454,312790,1380,IL18,0.893569685705364,0.74772697514096,0.452849763558368,0.80805965003759,0.496322003865977,0.246673878474039,277.201958232059,4.119433319042063,8,10454,312790,1380,Q14116,Interleukin-18,11,112013974,112034840
IL18R1,0.0480224867380339,0.682798305584925,0.0985149892526075,0.0437734305004866,10454,312284,1382,IL18R1,0.0206902982152241,0.0345082637511225,0.239997164112217,0.138031252617022,0.330105187620521,0.896504174294677,845.468699538219,47.67655435507111,18,10454,312284,1382,Q13478,Interleukin-18 receptor 1,2,102927989,103015218
IL19,0.97772494398404,0.908964593602139,0.950314752111332,0.867766185963018,10454,313489,1384,IL19,0.851633297760853,0.271314985425745,0.10864329572525,0.870525098891742,0.985460041006382,0.958351352422118,59.3103017201739,4.379595899941953,13,10454,313489,1384,Q9UHD0,Interleukin-19,1,206972215,207016324
IL1R1,0.23064907635065,0.417132241977271,0.11532713760862,0.12245900309428,10454,312704,1387,IL1R1,0.680647698323623,0.307568587735388,0.139033825851331,0.145596274987938,0.332139654381009,0.768531451697903,75.1575925073473,4.710587912310064,18,10454,312704,1387,P14778,Interleukin-1 receptor type 1,2,102681004,102796334
IL1R2,0.0506401350257556,0.135193515979981,0.0492212336263838,0.845004777612802,10454,312722,1388,IL1R2,0.167197984698375,0.296762604606063,0.470064970307103,0.202523502439815,0.38061986518705,0.579016059858651,496.289842352523,16.848671106191652,15,10454,312722,1388,P27930,Interleukin-1 receptor type 2,2,102608306,102645006
IL1RAP,0.855019596514675,0.73457083508671,0.854920500257154,0.747241244235569,10454,312640,1389,IL1RAP,0.756671679964533,0.913880039852276,0.771812614648226,0.0492072315186616,0.0152886013256082,0.0340334061436097,897.725190082458,259.82816705962034,35,10454,312640,1389,Q9NPH3,Interleukin-1 receptor accessory protein,3,190231840,190375843
IL1RL1,0.656887198922592,0.826706064091853,0.241683480577601,0.430109417536461,10454,312331,1390,IL1RL1,0.157064004399585,0.356359990613296,0.804215234123556,0.153486999672527,0.310184116664859,0.58142776259755,1428.74476412559,310.39562426779133,15,10454,312331,1390,Q01638,Interleukin-1 receptor-like 1,2,102927962,102968497
IL1RL2,0.846995278913527,0.665249028849825,0.672301954215716,0.974933214496595,10454,313327,1391,IL1RL2,0.623274993727011,0.884460954200958,0.947875845599566,0.48553228048738,0.697651345785597,0.628823047327342,410.091876773075,32.82949788953538,19,10454,313327,1391,Q9HB29,Interleukin-1 receptor-like 2,2,102803433,102856462
IL1RN,0.947899634378691,0.730622755244233,0.980807390696305,0.764545316775624,10454,312723,1392,IL1RN,0.0352262244949908,0.0043614955237469,0.0111854800136547,0.0734713104836303,0.0756587104914411,0.161584477081474,98.7539725651209,18.504248725623206,15,10454,312723,1392,P18510,Interleukin-1 receptor antagonist protein,2,113864791,113891593
IL20RB,0.983065164180822,0.427609154910785,0.914035542383746,0.905695015601649,10454,318326,1396,IL20RB,0.377707925312365,0.045598757930927,0.0201670049837626,0.942774033868104,0.185325757131508,0.0665502316898502,35.6012170582791,3.8059552391902174,6,10454,318326,1396,Q6UXL0,Interleukin-20 receptor subunit beta,3,136665072,136729927
IL22,0.467612327356413,0.453284263585713,0.793956547664546,0.993016556487425,10454,317550,1398,IL22,0.472054422045756,0.377133811242767,0.231258578641253,0.567029244044311,0.797738547057822,0.724448161158176,26.8957470073235,4.049834919804645,7,10454,317550,1398,Q9GZX6,Interleukin-22,12,68642022,68647387
IL22RA1,0.980258390303522,0.891418539544411,0.868037710550541,0.777884326118435,10454,313327,1399,IL22RA1,0.379644951963813,0.447780098705382,0.360815824554399,0.151573037679098,0.20964763352692,0.301328043278659,65.6906989254731,5.291590251509455,12,10454,313327,1399,Q8N6P7,Interleukin-22 receptor subunit alpha-1,1,24446261,24469611
IL2RA,0.91798196728621,0.28266481344748,0.155114101631434,0.194136536731346,10454,312901,1402,IL2RA,0.247626032265961,0.212517234446847,0.184525203293427,0.632714062302014,0.644352588997675,0.419891281309168,330.02853805472,41.17235808312702,32,10454,312901,1402,P01589,Interleukin-2 receptor subunit alpha,10,6052652,6104288
IL31RA,0.477184381932607,0.681210336960128,0.0748128463331558,0.0727210313483437,10454,318451,1407,IL31RA,0.29582919791558,0.518240932158582,0.637694480181862,0.377752589853188,0.275582313804034,0.179744749945645,797.562906631032,82.96577112474071,13,10454,318451,1407,Q8NI17,Interleukin-31 receptor subunit alpha,5,55147207,55218678
IL32,0.778153356507157,0.836552248098924,0.777202894275832,0.780052968090171,10454,312713,1408,IL32,0.98309150980355,0.530929704332296,0.260567073417933,0.626951125108088,0.861283291878325,0.802671057548817,71.4446321617039,8.446987046751405,18,10454,312713,1408,P24001,Interleukin-32,16,3115298,3131908
IL34,0.144309488657819,0.337936386540639,0.804806970750482,0.848130580013327,10454,313577,1410,IL34,0.302882277919652,0.339990045544416,0.295098135099221,2.33198079361808e-05,3.56442255401303e-05,0.107747627015596,1502.0059018742,554.6647982966236,12,10454,313577,1410,Q6ZMJ4,Interleukin-34,16,70613798,70694585
IL36G,0.966475954736742,0.860173295318027,0.594358341232039,0.462908325034464,10454,318460,1412,IL36G,0.279672034563075,0.456919144920524,0.528200851844092,0.345817668508005,0.60439637911143,0.73087860152782,12.4798300958699,3.046451545425396,10,10454,318460,1412,Q9NZH8,Interleukin-36 gamma,2,113730780,113743242
IL4R,0.831328460142889,0.453558123568757,0.513575296053518,0.616714127783516,10454,312713,1415,IL4R,0.490220067230279,0.661220155518226,0.553378368842103,0.316561849486586,0.374845126611118,0.327341638220762,200.170829663694,3.707207580687356,11,10454,312713,1415,P24394,Interleukin-4 receptor subunit alpha,16,27324989,27376099
IL5RA,0.103928710371788,0.476294944324739,0.526577900788925,0.964540725582754,10454,312713,1417,IL5RA,0.324505174324096,0.501195088541296,0.521541164318158,0.0076140966871023,0.020650278481211,0.424436478422947,188.51725136297,10.64712378631326,38,10454,312713,1417,Q01344,Interleukin-5 receptor subunit alpha,3,3111233,3168297
IL6R,0.702872733770687,0.878098618760902,0.076029384529505,0.905336558148695,10454,312841,1419,IL6R,0.260130868329523,0.477850988299219,0.647628607421664,0.733609897089833,0.57217093049127,0.317114404428226,2971.85821013356,55.64111802323393,11,10454,312841,1419,P08887,Interleukin-6 receptor subunit alpha,1,154377669,154441926
IL6ST,0.182587997142157,0.859947047341712,0.930847120223581,0.889347077568921,10454,312630,1420,IL6ST,0.744757575068121,0.90667793179316,0.76424368681218,0.841984093154085,0.926165196891547,0.736012575763064,67.5148316532415,4.796788100424348,10,10454,312630,1420,P40189,Interleukin-6 receptor subunit beta,5,55230923,55290821
IL7,0.241425925452173,0.826788954874425,0.757791805372116,0.924038372440809,10454,312713,1421,IL7,0.416356424482816,0.267896028723926,0.160058517901156,0.416852234773603,0.716640877929625,0.932428047138399,31.5347022670866,4.427100571461103,8,10454,312713,1421,P13232,Interleukin-7,8,79587978,79717758
IL7R,0.888298658685297,0.853980880363806,0.00921569952974943,0.00778817959322586,10454,312640,1422,IL7R,0.932751558907792,0.376549659604452,0.162997212898405,0.31324815142665,0.367683208462327,0.321179720840895,1569.45557365288,236.2411895399381,13,10454,312640,1422,P16871,Interleukin-7 receptor subunit alpha,5,35852797,35879705
IMPA1,0.192226003642195,0.395268127082628,0.193896668318902,0.534651088069111,10454,312918,1426,IMPA1,0.23334334086696,0.363769134215177,0.437760438561798,0.011170679344401,0.0397355604790704,0.908992058416944,50.2033012426553,2.3141800221843947,16,10454,312918,1426,P29218,Inositol monophosphatase 1,8,82570196,82598928
INHBB,0.665915427587904,0.58483853131116,0.8229770153084,0.93929099751225,10454,318083,1430,INHBB,0.949597118426596,0.646280884813324,0.351230943218683,0.957832858803255,0.658131502886844,0.361146030426736,13.286326923048,4.359174219196021,9,10454,318083,1430,P09529,Inhibin beta B chain,2,121103719,121109384
INHBC,0.773831001595409,0.931148321843816,0.0756578702465365,0.803874203401962,10454,312640,1431,INHBC,0.0582711023890107,0.0720285313195241,0.195515978795597,0.157105410511904,4.00362783696179e-05,1.93771275937429e-05,742.791336212207,223.8712691209444,5,10454,312640,1431,P55103,Inhibin beta C chain,12,57828543,57844611
INPP5D,0.478734930478929,0.620867148263658,0.744365595577868,0.677696752967972,10454,318239,1433,INPP5D,0.492749129589779,0.424640768883216,0.264995772697222,0.172009649965588,0.0313659595877107,0.0245023532743574,32.5623834188616,3.017288679233084,18,10454,318239,1433,Q92835,"Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 1",2,233924677,234116549
INSL5,0.0468330334023316,0.273878197649596,0.102920852242888,0.0920374413328355,10454,317541,1438,INSL5,0.97947278978113,0.292430858680818,0.116907149519009,0.298839115702728,0.319382287551679,0.272650078607943,46.6580031915356,9.042867138342285,11,10454,317541,1438,Q9Y5Q6,Insulin-like peptide INSL5,1,67263424,67266939
IPCEF1,0.311604173240851,0.540470472752954,0.74964719105896,0.904173951513035,10454,312975,1440,IPCEF1,0.297385578846065,0.465869121290765,0.506230616559745,0.402450376237844,0.635820959036649,0.650965728903662,16.0676428680737,2.921336610009108,15,10454,312975,1440,Q8WWN9,Interactor protein for cytohesin exchange factors 1,6,154475631,154677926
IQGAP2,0.860785872461814,0.815835445112682,0.815384858091577,0.565976874795418,10454,312825,1441,IQGAP2,0.803049474136595,0.804464559815113,0.54140591369457,0.100232166297908,0.186006544636294,0.415817904299466,36.5109329675589,2.058767640269076,12,10454,312825,1441,Q13576,Ras GTPase-activating-like protein IQGAP2,5,75699074,76003957
ISLR2,0.240931806285543,0.37551186683222,0.865345276418845,0.811496994496367,10454,313986,1445,ISLR2,0.95316422212402,0.882557134421662,0.619619848241427,0.630774386538879,0.594515034734104,0.368414429706613,49.0642614838463,4.831716067120547,9,10454,313986,1445,Q6UXK2,Immunoglobulin superfamily containing leucine-rich repeat protein 2,15,74392652,74430881
ISM1,0.193187842902058,0.682910082768275,0.964367912026718,0.182230844098586,10454,312713,1446,ISM1,0.191474338885744,0.425481561991876,0.956965474476578,0.942404872225667,0.255439732476388,0.0988306076553384,57.4449657506521,3.6550754860451273,33,10454,312713,1446,B1AKI9,Isthmin-1,20,13202418,13281298
ITGA11,0.513952598947692,0.880855838863652,0.0256031498778789,0.0427047970067349,10454,312713,1449,ITGA11,0.698568834314785,0.0292582720387055,0.0085576210973746,0.117111507520202,0.286948629432746,0.838813276686201,72.1512885116982,6.783612676467906,20,10454,312713,1449,Q9UKX5,Integrin alpha-11,15,68594050,68724501
ITGA2,0.712250415694632,0.534199088058002,0.0514702059129111,0.0599069413276395,10454,318083,1450,ITGA2,0.729092182034609,0.645193865185958,0.384447551021233,0.285176154422089,0.526430205646184,0.707270340854296,479.555299634166,31.942297590659454,24,10454,318083,1450,P17301,Integrin alpha-2,5,52285156,52390609
ITGA5,0.192497649969156,0.563869342434575,0.360148823068333,0.999921725242397,10454,312640,1451,ITGA5,0.781805833763562,100,,0.199943929658478,,,11.0436155558643,<rpy2.rinterface_lib.sexp.NULLType object at 0x7f069bb44840> [RTYPES.NILSXP],6,10454,312640,1451,P08648,Integrin alpha-5,12,54789045,54813244
ITGA6,0.196288521078043,0.154517479085838,0.13910128464381,0.145040226746549,10454,312713,1452,ITGA6,0.993663752784037,0.987963257174301,0.876490351716657,0.739951334464999,0.793252184991974,0.552386941441277,109.111762844846,18.39957283025431,10,10454,312713,1452,P23229,Integrin alpha-6,2,173292082,173371181
ITGAL,0.925686351921121,0.859200453373923,0.79877983309168,0.711055925775593,10454,318326,1453,ITGAL,0.608463507934585,0.558655210297169,0.342246924507569,0.876718947943955,0.687544263087132,0.394446178622859,44.2912846183875,4.776339560764242,7,10454,318326,1453,P20701,Integrin alpha-L,16,30483979,30534506
ITGAM,0.240817336855483,0.367344818480015,0.327654864040469,0.416461605019268,10454,312640,1454,ITGAM,0.83794634745319,0.0584870067941127,0.0175972648564411,0.155673871393214,0.304405576947073,0.546824466118937,88.1127830246658,3.2718778648277356,6,10454,312640,1454,P11215,Integrin alpha-M,16,31271311,31344213
ITGAV,0.118845819566615,0.269753419053568,0.101654376011155,0.51965257582071,10454,312360,1455,ITGAV,0.276345475189212,0.207709513019085,0.161704098696974,0.311680920491661,0.528980390088911,0.617026027971528,132.562052050251,3.828035862409483,6,10454,312360,1455,P06756,Integrin alpha-V,2,187454792,187545628
ITGB2,0.680527048443336,0.72384374765236,0.715685919884928,0.489034323958318,10454,312869,1460,ITGB2,0.967903772950143,0.779234597091013,0.480713821765111,0.321712118343501,0.141034825326083,0.0866507321065267,21.7382943761158,3.920046394384357,18,10454,312869,1460,P05107,Integrin beta-2,21,46305868,46351904
ITGB6,0.43350547621139,0.840906091861254,0.218937221747495,0.670345079379339,10454,313327,1462,ITGB6,0.0619844542052937,0.131635782364134,0.449426728393643,0.096170029675749,0.16589878919787,0.3637744417154,182.061559311671,10.877162650677269,11,10454,313327,1462,P18564,Integrin beta-6,2,160956177,161128399
ITGB7,0.330877146300715,0.402039262123237,0.0298189668652926,0.215516211295782,10454,312360,1463,ITGB7,0.233567038947602,0.220059011012358,0.204674110978145,0.0814395271004116,0.013594527877235,0.0183729477482172,50.3662244637276,4.713635475208225,5,10454,312360,1463,P26010,Integrin beta-7,12,53585102,53601091
ITGBL1,0.581558134974959,0.527934589714393,0.73884066855222,0.764437374291338,10454,317421,1464,ITGBL1,0.88930402468274,0.224629004262628,0.0849742283922399,0.368987573604474,0.320314164967618,0.225371923949521,85.1796559234976,2.550922328529821,41,10454,317421,1464,O95965,Integrin beta-like protein 1,13,102104966,102375456
ITIH3,0.593705812470378,0.568169923732648,0.994563422096718,0.446489277405357,10454,312497,1466,ITIH3,0.0785547191240327,0.0909314953338328,0.192181911700683,0.912155751862876,0.979236756882119,0.862960358886285,378.866669275385,10.005259059038222,6,10454,312497,1466,Q06033,Inter-alpha-trypsin inhibitor heavy chain H3,3,52828784,52843025
ITIH4,0.0172598291032666,0.155224397247612,0.964862497516736,0.0398205448205477,10454,317354,1467,ITIH4,0.432935659425705,0.432679628758567,0.303087739803396,0.871970919036794,0.9549734152869,0.796993546424998,209.540127443001,4.75890707289923,6,10454,317354,1467,Q14624,Inter-alpha-trypsin inhibitor heavy chain H4,3,52846991,52865495
ITPA,0.318147475689867,0.51189301749221,0.573517623552099,0.811878016404194,10454,318445,1470,ITPA,0.125433659284723,0.167173133081005,0.267528159528386,0.303767554260842,0.517347973630339,0.609777268641957,1457.39759208518,195.77690617995052,8,10454,318445,1470,Q9BY32,Inosine triphosphate pyrophosphatase,20,3189514,3204516
JAM2,0.0205084993897646,0.0785566002819824,0.935673143922114,0.83644873288942,10454,312346,1475,JAM2,0.747974847079691,0.904747881703841,0.755511683555326,0.627070756465149,0.374701769723963,0.188769736068501,28.0793870965938,1.694870796477275,8,10454,312346,1475,P57087,Junctional adhesion molecule B,21,27011584,27089874
JAM3,0.0515067403847517,0.605664342221968,0.860719335705964,0.902345661091568,10454,318083,1476,JAM3,0.482970875425354,0.769393574088046,0.85763383279854,0.311923132627905,0.11676177739478,0.0704407304873925,16.217227517123,4.976343272999824,12,10454,318083,1476,Q9BX67,Junctional adhesion molecule C,11,133938820,134021896
KAZALD1,0.017913628062574,0.440469605421265,0.906773273609615,0.459681797986703,10454,312825,1481,KAZALD1,0.0924495099934933,0.240449516328478,0.889143125805208,0.0254344084289747,0.0739637185165793,0.643413929758772,220.727653438368,139.40482360433927,30,10454,312825,1481,Q96I82,Kazal-type serine protease inhibitor domain-containing protein 1,10,102821598,102827888
KDR,0.574910881406113,0.668385545083058,0.492303235340933,0.715443207464789,10454,312549,1488,KDR,0.600318831466372,0.607452694212618,0.395349540707313,0.857864291922172,0.0645348684828537,0.0195793510292294,134.845924828004,47.78506152426376,15,10454,312549,1488,P35968,Vascular endothelial growth factor receptor 2,4,55944644,55991756
KEL,0.87797014821324,0.586013505482495,0.260838347104418,0.747936872076262,10454,313518,1489,KEL,0.607781591257516,0.800603771796954,0.670203528398723,0.394742713778377,0.310401173244515,0.203721038728829,96.7973999715174,43.42908309736728,10,10454,313518,1489,P23276,Kell blood group glycoprotein,7,142638201,142659768
