gene_names,pg_adsp,pg_adsp.1,pg_adsp.2,pnl_adsp,pnl_adsp.1,pnl_adsp.2,pg_ukb,pg_ukb.1,pg_ukb.2,pnl_ukb,pnl_ukb.1,pnl_ukb.2,adsp_size,ukb_size,ukb_prot_sample_size,gene_ind,protein_name,gene_name,pg_adsp_combined,pnl_adsp_combined,pg_ukb_combined,pnl_ukb_combined
Q13261,0.6068259713997458,0.2994612614573949,0.4537306413550352,0.8728079253593741,0.1309437443843726,0.4800029053581395,0.4142957302653489,0.406008976332187,0.6823304969885147,0.427672802171977,0.3881833698509845,0.681963992170084,10454.0,313327.0,41712.0,1372.0,Interleukin-15 receptor subunit alpha,IL15RA,0.4446765674655347,0.501364231916363,0.5068760374196972,0.5048390524495973
Q13275,0.7877674803538859,0.0183902257499118,0.372688106559974,0.951322922773714,0.0251923707257109,0.3842354210445005,0.5267047929941548,0.6312207530813198,0.9842522546356044,0.9735996463701828,0.945712033646861,0.6183921036392424,10454.0,312630.0,42515.0,2386.0,Semaphorin-3F,SEMA3F,0.057448654092996765,0.13761670959505584,0.9542262401755326,0.9480714407365503
Q13287,0.0931319058875985,0.4768794387775461,0.2733516786772945,0.0823444757097112,0.9319116640104972,0.2039384774256259,0.3560745114697794,0.4885038957266443,0.7508302078037404,0.8744848023346068,0.916909249176294,0.8465785498457605,10454.0,317663.0,36464.0,1872.0,N-myc-interactor,NMI,0.19545620812578185,0.44570874614757133,0.5508513822137832,0.886556236970481
Q13291,0.8377277658192848,0.7833099333610405,0.5710256755871947,0.999999983461813,0.8835521758729167,0.6559719803862769,0.688529562342338,0.2048578141016147,0.2747060759991486,0.9999999834544896,0.1754789732763604,0.4221212478337648,10454.0,313327.0,41712.0,2465.0,Signaling lymphocytic activation molecule,SLAMF1,0.7627379660985918,0.999999950385447,0.3510673850163035,0.9999999503634638
Q13308,0.7530589549272493,0.1192846105455515,0.0553935843228388,0.9599329045404504,0.9107934486924448,0.9465529460131326,0.1262369633054436,0.5974635958284402,0.1086582894428141,0.834093946918863,0.8108533985296845,0.9749967534580026,10454.0,313518.0,41494.0,2189.0,Inactive tyrosine-protein kinase 7,PTK7,0.1254905189680341,0.9452717010020739,0.17526063736771297,0.9407346830791142
Q13332,0.2776377636641171,0.1346474890684419,0.0265871017162986,0.2755879239382678,0.1769138522321086,0.03463021668567,0.2637687544066053,0.986419534924894,0.0615907012831108,0.2476353014381817,0.9767182547948964,0.0624534794220047,10454.0,312214.0,42997.0,2203.0,Receptor-type tyrosine-protein phosphatase S,PTPRS,0.06280992084320347,0.08044806565111401,0.9456657514386619,0.8803499254883052
Q13361,0.4854041711323802,0.2577553674162483,0.176116195317867,0.1976811549601996,0.6357432236337228,0.4882604629659081,0.0136181765075254,0.0632697993354879,0.0183349037165396,0.1972920154827598,0.1252328480814492,0.1284668541448674,10454.0,312214.0,42997.0,1715.0,Microfibrillar-associated protein 5,MFAP5,0.27164732455213825,0.39947352954388227,0.020881230976039222,0.1444167433732012
Q13410,0.8481057091350771,0.4511920033407238,0.945589681878173,0.7412720155539541,0.4334420636065497,0.4843085494677418,0.5924397058805254,0.90382716731786,0.8998865912650548,0.6062556322921622,0.9201432847095552,0.9106655212069028,10454.0,317612.0,36524.0,295.0,Butyrophilin subfamily 1 member A1,BTN1A1,0.8799348619494434,0.5714633517780997,0.8638588390500554,0.881992027727809
Q13421,0.668435919782548,0.5437347270210245,0.8954388179519455,0.6682317908616519,0.8696060863507766,0.8719408144016731,0.0716323014888474,0.0908903723152337,0.2567050815316829,0.1146031628612117,0.1075716675294711,0.4365176857361443,10454.0,312878.0,42214.0,1763.0,Mesothelin,MSLN,0.781313855020147,0.8344115095269746,0.1053207186059485,0.1541200248425706
Q13443,0.0808241627366653,0.8347614044443666,0.0551825060583192,0.4679128480766386,0.6020010002555749,0.5000562854840351,0.1828966032687337,0.907911391855842,0.4683020838581073,0.8068069821765792,0.5716999055279812,0.9753397094950929,10454.0,317541.0,36611.0,38.0,Disintegrin and metalloproteinase domain-containing protein 9,ADAM9,0.11668983285295237,0.5244524410190535,0.6653201434053382,0.9352815786572202
Q13444,0.0779422979512543,0.5327307329401427,0.023953640608551,0.3079481361593361,0.5744202872707822,0.0803318028023102,0.0124862206266106,0.0051162789577353,0.1172208175021178,0.126323320589965,0.2772705081120152,0.0544565617598043,10454.0,313327.0,41731.0,34.0,Disintegrin and metalloproteinase domain-containing protein 15,ADAM15,0.0550846869661441,0.19290448865695647,0.010573394545544845,0.10224693875111168
Q13451,0.4201755895025608,0.9931811286997436,0.215290390663424,0.4901891531985972,0.9346160206160132,0.1671179378704905,0.3823727672549831,0.8368853786170206,0.8021220367454862,0.1425122584850861,0.3633461098492735,0.8646431036218706,10454.0,312918.0,42169.0,1060.0,Peptidyl-prolyl cis-trans isomerase FKBP5,FKBP5,0.9788909293644537,0.7522350118125803,0.7382378315864899,0.4649241099500943
Q13478,0.5696627270473191,0.216645551845674,0.0838384200561658,0.8349261567377161,0.2798412691030414,0.6921333674423642,0.0556225139099941,0.1224180847090233,0.0144191534783784,0.0996477693696938,0.7957584578913436,0.0172305048917004,10454.0,312284.0,42934.0,1382.0,Interleukin-18 receptor 1,IL18R1,0.18018571173669934,0.6570772571810564,0.03152154772242699,0.04691609475656655
Q13508,0.9177034851374012,0.2339600216210386,0.5216777563557143,0.8406652398391079,0.2300298367427449,0.4182699261470909,0.0787059853558116,0.3556996347095609,0.5114194222318251,0.0807491508837154,0.4261523963951803,0.4526861276203231,10454.0,312497.0,42672.0,186.0,Ecto-ADP-ribosyltransferase 3,ART3,0.7357799805602576,0.5454625057655952,0.19005203945235305,0.19589941510105657
Q13510,0.6688591899599605,0.3852751802160302,0.3410869108146775,0.4471048612924573,0.3624141979422784,0.3777500545175184,0.8643858045085856,0.3773369956536319,0.4867877858815311,0.9127482746277638,0.4305295492959237,0.6224657280395776,10454.0,317712.0,36421.0,189.0,Acid ceramidase,ASAH1,0.46453642737976847,0.3944255154329977,0.668584823071146,0.7847871115437733
Q13563,0.1885979433737822,0.4273350058538123,0.1508216095231746,0.1992782160170232,0.5221917147207227,0.4011693489571641,0.9834555413063754,0.4252913666599398,0.784104498839554,0.8506166086003517,0.5204917870683788,0.5692145748922168,10454.0,318445.0,35567.0,2057.0,Polycystin-2,PKD2,0.2182189561887426,0.34124648803256646,0.9531247803513929,0.7053379343852965
Q13576,0.8655808366003499,0.1451103847086593,0.5032303021022493,0.7562018428382732,0.5213327239735402,0.6147781490985269,0.3991824601001636,0.8929051022627058,0.5188062148411445,0.3510105571222158,0.8088170054696735,0.5307130406281022,10454.0,312825.0,42280.0,1441.0,Ras GTPase-activating-like protein IQGAP2,IQGAP2,0.5207940735076059,0.6462173370675984,0.7267320647154677,0.6072625136720118
Q13740,0.2936244286650181,0.491283916947096,0.2797814634043462,0.2261116052127468,0.8545017000166031,0.2265188987873513,0.3746829546279182,0.4181717720349087,0.6745020470182207,0.5489310352163614,0.2615223765014423,0.2455457690026364,10454.0,312214.0,42997.0,95.0,CD166 antigen,ALCAM,0.3429352896911547,0.4694293031522723,0.49282676509135404,0.3277027428663102
Q13790,0.2350865462566324,0.3911084474313892,0.7473918927726795,0.1611645919485226,0.95860440164807,0.8666748162583228,0.763005144466376,0.3649938983542002,0.4023682177004601,0.9428946015823972,0.8117233262581895,0.8678797375714558,10454.0,317378.0,36808.0,155.0,Apolipoprotein F,APOF,0.4504575989692718,0.8869517295974013,0.5335093066833397,0.9003946304578261
Q13822,0.6950200372505049,0.5760391784075025,0.1848326476363931,0.8735072052015179,0.2389779325259794,0.8272706835651931,0.6404502761925004,0.9622552342174406,0.8509202967150504,0.9300404823172904,0.933536810613634,0.6852715597632217,10454.0,312214.0,42997.0,931.0,Ectonucleotide pyrophosphatase/phosphodiesterase family member 2,ENPP2,0.4394494535597913,0.7483506494106693,0.9140780483982699,0.905929791590988
Q13867,0.4088056931979849,0.7950750785651068,0.7543197468489974,0.617047562472534,0.8579811280806316,0.8910000539814047,0.133681444666477,0.2897727513953256,0.1302120940465487,0.2744607525818533,0.563481036835494,0.6331594850995356,10454.0,312214.0,42997.0,263.0,Bleomycin hydrolase,BLMH,0.6919261954306737,0.8355581108401824,0.163364805764881,0.4777205889756889
Q13976,0.0765322394804621,0.3487540113593401,0.1803319464157463,0.1736350240491371,0.636645114118088,0.1417157796973592,0.9719395146054156,0.6292571989395632,0.4555703119051727,0.969423688093195,0.8071618537746711,0.5242716489300285,10454.0,318083.0,35941.0,2146.0,cGMP-dependent protein kinase 1,PRKG1,0.14415175444724115,0.23554551133118462,0.9194686727988866,0.9213810301079537
Q14005,0.2546860625025438,0.023593918385971,0.9815806872789506,0.4016903565164319,0.9504680496896738,0.9507049419563988,0.1376654054738565,0.1713623912126461,0.0207885347000511,0.7700441002618196,0.8873070096742632,0.2113396234001266,10454.0,312284.0,42934.0,1373.0,Pro-interleukin-16,IL16,0.7404157350100948,0.9247969431752605,0.04951275244328451,0.7249919398297507
Q14108,0.1160165148555521,0.4122995926838253,0.602325805234353,0.2656891142175642,0.6692780428643228,0.6118208297396481,0.914808003347552,0.6666903609529695,0.6371324242003795,0.7746090686315481,0.6377758873260522,0.9703583265424632,10454.0,313562.0,41391.0,2351.0,Lysosome membrane protein 2,SCARB2,0.2744775419107279,0.5051835400428691,0.8186677533187092,0.9240731872665213
Q14112,0.8311541604916439,0.305884090453964,0.9281450562250348,0.8649027304771911,0.966391604211897,0.8831547618230795,0.7893567599232957,0.4259389585753786,0.5206846164872267,0.8020761908283964,0.4279554508779686,0.333563490617845,10454.0,312640.0,42502.0,1864.0,Nidogen-2,NID2,0.8375967998880152,0.9339500964856278,0.6129836435020072,0.5616859480059749
Q14116,0.0825856658961576,0.8146242042584579,0.9202627276313712,0.2040562937877443,0.8357989368307505,0.5560469098732561,0.9328340670249478,0.5211519720708621,0.9328559505264774,0.9399262352608696,0.5025850855268394,0.9508086473271667,10454.0,312790.0,42343.0,1380.0,Interleukin-18,IL18,0.6608044600029482,0.5629598711901889,0.9017166270435046,0.919860248036006
Q14126,0.8850371132076191,0.5187404737827908,0.5284066267427676,0.6079408231028585,0.4855326774845162,0.426478827946172,0.6493382099814567,0.0529351797609939,0.4392016906470958,0.3746761962620695,0.3112876181375428,0.3286343968186104,10454.0,312640.0,42502.0,858.0,Desmoglein-2,DSG2,0.7387886453110094,0.5076463628799971,0.1555102691635965,0.336997166290552
Q14162,0.0980641429192719,0.0553653376657035,0.0076153031853264,0.6420541033763751,0.2969666862976933,0.9734600069923672,0.5283164116407633,0.2784783381787771,0.0771809370433632,0.9168233881217954,0.8137157612513146,0.9171484495999388,10454.0,312214.0,42997.0,2352.0,Scavenger receptor class F member 1,SCARF1,0.018840962301726938,0.9201233502731299,0.17812939882369666,0.8976179793607274
Q14210,0.4380167652152175,0.8168954751940111,0.3279282317154358,0.5894508941370131,0.3659932768838527,0.5286275119595052,0.8513927663979227,0.2954983834649383,0.8826232958839317,0.6928177905832664,0.7481312402878582,0.6559480617462825,10454.0,312839.0,42286.0,1637.0,Lymphocyte antigen 6D,LY6D,0.5774644577366909,0.4926876308352363,0.788229334995469,0.7023903537337336
Q14241,0.7475566876894031,0.2462722926366749,0.2637544359634395,0.8880774783047793,0.9972594645478,0.2121771357700576,0.6750273920472272,0.5758442373236832,0.4272283068385318,0.5693234139003744,0.5690899046035054,0.6036189929384523,10454.0,312825.0,42280.0,920.0,Elongin-A,ELOA,0.40179937294986906,0.9918816531962299,0.5651879483260384,0.5809041306971127
Q14242,0.8529542160823061,0.8227297828970898,0.5645914736798687,0.9096757934798164,0.5619322406167939,0.6880692512473605,0.5752740913808738,0.3421642436002334,0.3437044937323364,0.6351091168335656,0.5977598097392501,0.5028182189883028,10454.0,312713.0,42415.0,2385.0,P-selectin glycoprotein ligand 1,SELPLG,0.788099393045488,0.8059863817682481,0.4136263713987004,0.5807631553119977
Q14246,0.5970725116545097,0.5157925646957303,0.7433349456922564,0.8845972548053105,0.9573634349091776,0.826937127715333,0.0701678570038755,0.8768338883514255,0.8441246123501646,0.0747165069788404,0.8984714509334406,0.7839604568404436,10454.0,317541.0,36611.0,52.0,Adhesion G protein-coupled receptor E1,ADGRE1,0.6322447760861489,0.920179547929941,0.48596090187206936,0.5091550591389824
Q14258,0.6205847001804579,0.2302009786294126,0.8455571069313566,0.583156985183126,0.1685147488218754,0.9996469581789982,0.7506225363654222,0.7821036554250843,0.7251396412337456,0.8350483601850518,0.7052553094421,0.7401883247324355,10454.0,317541.0,36611.0,2782.0,E3 ubiquitin/ISG15 ligase TRIM25,TRIM25,0.6176198173383021,0.9989391817620861,0.7543918463219819,0.771991551614475
Q14393,0.0541878830996976,0.2530763604596072,0.923711673363972,0.9934606005615282,0.1433770384023933,0.8571974514458418,0.1648566003544847,0.9052255519221724,0.6300389003003575,0.6593695887746598,0.5692594056615659,0.9989008468286515,10454.0,312439.0,42736.0,1121.0,Growth arrest-specific protein 6,GAS6,0.26639060369427026,0.9804076734411764,0.6824663270485655,0.9967113690941528
Q14435,0.3581384363661837,0.9371204883023708,0.0294382367057388,0.4181294245699165,0.7046439763915009,0.1026937470234836,0.441103240409871,0.8486432684145007,0.5313955549493024,0.4809179256956948,0.8049690243263561,0.5223650689685819,10454.0,313327.0,41712.0,1114.0,Polypeptide N-acetylgalactosaminyltransferase 3,GALNT3,0.14218255570662963,0.27852852221426316,0.6761915004133493,0.6418388899987575
Q14508,0.7920944598574735,0.1005650179889161,0.1346225534283283,0.901077665086121,0.0938686061958838,0.1662228215347116,0.4727874765885086,0.4844504584818785,0.6572388108123759,0.6318977226738114,0.5861821783380078,0.4475455218552606,10454.0,314429.0,40442.0,2891.0,WAP four-disulfide core domain protein 2,WFDC2,0.20582569292455621,0.3190627342503224,0.5426013634420651,0.55782895909453
Q14512,0.1030084470200217,0.8549671108831582,0.9742331234978058,0.540361566691025,0.5356604205860092,0.7536046156679388,0.7394968169372398,0.3252592266912252,0.7325853491421792,0.7594043206974196,0.3537939920747929,0.8128537369327313,10454.0,312549.0,42625.0,1046.0,Fibroblast growth factor-binding protein 1,FGFBP1,0.9179927610037947,0.6268298511466346,0.6229958976482806,0.6920032309106314
Q14515,0.9514294628646908,0.3714837466376443,0.7283947568184481,0.820927620737607,0.2574100638280553,0.936222593580117,0.0458673916693197,0.2020024351454824,0.6575553902226444,0.4161437979810161,0.2362714210221972,0.457737824177544,10454.0,312612.0,42530.0,2534.0,SPARC-like protein 1,SPARCL1,0.8702590099584071,0.8423913261816913,0.11811503971554604,0.3529709385371926
Q14554,0.6705161513262474,0.9263970643357377,0.0940263212770207,0.6196704914787173,0.8369225198688237,0.4151436865326783,0.0711097363603243,0.7490224129301082,0.0392949029970938,0.1229463391000123,0.6876546759009177,0.2906423124053416,10454.0,318548.0,35421.0,2012.0,Protein disulfide-isomerase A5,PDIA5,0.6521877821631943,0.6796854052890173,0.08145026477221429,0.2749818763636595
Q14624,0.8864661741379024,0.6127704754426181,0.3617671839453004,0.908034608651325,0.385014675497723,0.3495393100197769,0.1225978569976515,0.2124071139940257,0.5030715871264909,0.1483628613204239,0.219395177971152,0.3878706572590547,10454.0,317354.0,36825.0,1467.0,Inter-alpha-trypsin inhibitor heavy chain H4,ITIH4,0.7266847601325064,0.7195815547851028,0.21576151641068747,0.2225015411425993
Q14696,0.2267642434305456,0.8983315827441172,0.607368537042434,0.1519538508144655,0.9410423100417398,0.6089190558391513,0.2727822791149519,0.2309955775752748,0.933881499529635,0.9391828073609872,0.7845005090750078,0.8571059409999624,10454.0,312640.0,42502.0,1707.0,LRP chaperone MESD,MESD,0.7025513591334014,0.7856399867710682,0.7362522071354186,0.8918838043436856
Q14767,0.5770004586316855,0.7462975725684857,0.3867727074708713,0.420665030533721,0.5936346428571964,0.5393924857408219,0.5592300725614597,0.5705007997551024,0.4045673066087151,0.5811779604573196,0.5955882741226348,0.3639074851284989,10454.0,312214.0,42997.0,1631.0,Latent-transforming growth factor beta-binding protein 2,LTBP2,0.5881025764438448,0.5183156008175968,0.5110626192041723,0.5121655442711297
Q14773,0.3482390229421629,0.4589976855711387,0.3966103203071957,0.3278859296765078,0.97486785839752,0.4456996115268071,0.9123593708698567,0.7943068976990865,0.2719616774905016,0.8975128057835087,0.6543790712471442,0.241499880412266,10454.0,312713.0,42415.0,1317.0,Intercellular adhesion molecule 4,ICAM4,0.3992310393830103,0.9211785683237497,0.7949712498574358,0.7192459051818645
Q14790,0.6649319105888235,0.4831799772960214,0.2792688729635692,0.4811142158841285,0.8285662002669386,0.2802869404406048,0.327731855764742,0.5564172642168641,0.3115564960545767,0.0686033275497414,0.7679438398385464,0.0771159061714496,10454.0,312471.0,42711.0,364.0,Caspase-8,CASP8,0.466811506361542,0.581812034016443,0.38865460219720843,0.12119523667470328
Q14894,0.6045194296681436,0.6290489221200868,0.1156397012872346,0.7840658897414744,0.4799083339338658,0.1290309764056954,0.097308883408794,0.0504078781441931,0.0371705486420346,0.9014977220819668,0.4265582622408881,0.394558757978602,10454.0,318408.0,35604.0,693.0,Ketimine reductase mu-crystallin,CRYM,0.3232982017582371,0.38322344342075443,0.0526980086184739,0.7241764882263815
Q14914,0.2142196978361724,0.7844334773339728,0.450255596073588,0.2080970673342857,0.7679418170393257,0.6594767156218022,0.1111376545645844,0.9112188005529708,0.8911940278753052,0.1424156696501677,0.7920508245981245,0.7587431025946286,10454.0,317414.0,36766.0,2186.0,Prostaglandin reductase 1,PTGR1,0.48215157145821985,0.5382230567517681,0.7769197269405254,0.5295260996296587
Q14956,0.5766632009558919,0.5180193149764813,0.9971495494744302,0.9000679906155153,0.4760232562248433,0.9510754300805832,0.9097773834628442,0.8985197866428623,0.6305075061830248,0.8961381199378065,0.7358936780605096,0.7322080865205532,10454.0,313577.0,41400.0,1209.0,Transmembrane glycoprotein NMB,GPNMB,0.9914735463061276,0.9022423636023356,0.8694079395037815,0.8211224942872175
Q15043,0.2012531087085767,0.7455967983883767,0.3205793388252435,0.1877939326749072,0.8532043497312342,0.6259509035981778,0.7131467102378165,0.3778101955349207,0.1064169603921892,0.7498069107603131,0.8098096253773046,0.0400564622614374,10454.0,313518.0,41494.0,2476.0,Zinc transporter ZIP14,SLC39A14,0.3952585264027877,0.596318307552866,0.2794128979940843,0.16051351848478268
Q15063,0.3255492118945382,0.3234527355117655,0.6422926427271676,0.3275006925721063,0.3219669925362112,0.8486158801836107,0.7487596385478785,0.6950781258516068,0.6553399653192027,0.7790548403458767,0.691642126291933,0.6667180913337102,10454.0,317421.0,36764.0,2104.0,Periostin,POSTN,0.42196642073341234,0.5743399960091059,0.7032142852787447,0.71901656241645
Q15067,0.8872701370931771,0.9981872503783408,0.3414432835063441,0.8765689342272973,0.9403359506376108,0.2135484902612727,0.0372997778013913,0.3367550311610983,0.2828189424869011,0.5925467836768574,0.7059034682020773,0.8173828485196557,10454.0,312630.0,42515.0,17.0,Peroxisomal acyl-coenzyme A oxidase 1,ACOX1,0.9946283092138537,0.8616253418279372,0.09392353172071177,0.7274213962855851
Q15109,0.3456500764623389,0.5884114057915651,0.5247601222506448,0.598238666529068,0.991465214756682,0.6085382952475916,0.2118461383001693,0.2979505918769692,0.3595922975465832,0.2122708102792572,0.2975975221566016,0.3621328727998137,10454.0,312732.0,42405.0,68.0,Advanced glycosylation end product-specific receptor,AGER,0.4826380928637439,0.9748961761275627,0.27996175561863473,0.28068771750637245
Q15113,0.5460748549019874,0.5098068506006186,0.8591223201386642,0.4664446427740325,0.7403639468680157,0.4157858417372441,0.7680709742065053,0.2795286826045527,0.7513728067949673,0.4090691999820286,0.5972310354400228,0.8664154709046019,10454.0,334846.0,16322.0,1991.0,Procollagen C-endopeptidase enhancer 1,PCOLCE,0.7073018606511999,0.5592020033370186,0.6301065679991229,0.705707195690953
Q15116,0.8281541667104031,0.5295930412987062,0.2340327356612484,0.8004523815247806,0.825852290199457,0.2368582775550384,0.1850953760758623,0.5800062717052625,0.360319247578564,0.2451085805215505,0.5081608881794384,0.3750623571956976,10454.0,312419.0,42766.0,1996.0,Programmed cell death protein 1,PDCD1,0.568552206040731,0.6824214881367197,0.3331843592952779,0.3593176240205821
Q15126,0.7117082485055514,0.0296302741325359,0.3746804006357945,0.5988226566756258,0.7389852099195098,0.4281484427988673,0.2605112980303322,0.8586112731461166,0.0772353156547784,0.4290371522021999,0.9474955794049946,0.0395143726928057,10454.0,313576.0,41428.0,2088.0,Phosphomevalonate kinase,PMVK,0.08986236970274636,0.6047287606938458,0.2567781280426999,0.29629902809668707
Q15165,0.6756193584760912,0.6155679144490347,0.9367965461531508,0.6082911226315736,0.7190207834187272,0.9276548646760272,0.4537012345780423,0.7774163242087406,0.2378760339333691,0.548867391645989,0.5782193181861814,0.2486626217892754,10454.0,313327.0,41731.0,2102.0,Serum paraoxonase/arylesterase 2,PON2,0.8516766409383406,0.8410513122282588,0.49610506833693696,0.43687147781908664
Q15166,0.9168254693863104,0.5146887495000922,0.8561111936643863,0.919288441084223,0.9790716031845824,0.878616200527885,0.5687853921113712,0.7488670291225743,0.7277121374241856,0.5353404169610478,0.7451798134834906,0.9024082036383588,10454.0,312493.0,42688.0,2103.0,Serum paraoxonase/lactonase 3,PON3,0.8490603538063435,0.9559513979208084,0.693068497404974,0.8040091778171047
Q15172,0.8806514092430593,0.1342962483484385,0.7246363505504865,0.5348835330117211,0.861529881966474,0.9931623670599616,0.6640175406626608,0.7822412551425154,0.4326620989494536,0.7556036258314457,0.8863197079194771,0.6221168437877003,10454.0,317541.0,36611.0,2122.0,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit alpha isoform,PPP2R5A,0.6179161455532407,0.9804593229553468,0.6541200733450957,0.79964434575803
Q15276,0.4580324987195934,0.5118916904704489,0.2439150758688716,0.3263450790258836,0.8221414736607005,0.3027303319703949,0.0829634664553513,0.7779728869571652,0.086342625808056,0.8430337152524143,0.2523689891339148,0.7214766275328941,10454.0,318083.0,35941.0,2230.0,Rab GTPase-binding effector protein 1,RABEP1,0.3849429046934201,0.5295084805967751,0.1444230657883553,0.664960406626189
Q15303,0.4851917388127035,0.4296625282268123,0.9515433459990724,0.4629948010323116,0.7282209005793252,0.8202735360027846,0.7744108168339289,0.7879095344172052,0.5925505302514145,0.8819354796171226,0.9517434998211036,0.5081151859401978,10454.0,312549.0,42625.0,957.0,Receptor tyrosine-protein kinase erbB-4,ERBB4,0.8574892260702458,0.7104406103098589,0.7354506113023738,0.8990730697516837
Q15399,0.9830325604057804,0.9106959554202716,0.5463915965466069,0.5977553679281047,0.8828655507134073,0.5275660459641516,0.8392593852798196,0.8986474876507541,0.9053702020334516,0.6238878026866861,0.6015760660450831,0.6222974914302386,10454.0,318326.0,35692.0,2693.0,Toll-like receptor 1,TLR1,0.9575453121202754,0.7498752503656578,0.8871809709626395,0.6160408461578827
Q15485,0.621550128749651,0.4279042094370895,0.137071546835222,0.6910892844288609,0.7812256849863306,0.1261629671823592,0.2185949216688898,0.34904848791108,0.7880669571901834,0.2976565675929975,0.3422129111629899,0.892927742932762,10454.0,312787.0,42320.0,1020.0,Ficolin-2,FCN2,0.3124111572114907,0.4488204293908281,0.45158422878000326,0.6544081175487665
Q15517,0.9763299756383664,0.4385868152657183,0.6946755294105242,0.9066077044751316,0.4291889062821415,0.8598541446779433,0.6933103458198174,0.410653617886183,0.2633116659765175,0.4696835024898617,0.684292371541033,0.5483320460158431,10454.0,312397.0,42805.0,504.0,Corneodesmosin,CDSN,0.9324742512756424,0.833602731957474,0.44608391249257384,0.5740914265013485
Q15582,0.3371177103482089,0.403585751039446,0.4558576697576268,0.4108366755914254,0.5377775559807614,0.4528532581827159,0.1292796077238459,0.2423896007897111,0.3933891152944777,0.1286592076300071,0.3004558307049518,0.3216731028873168,10454.0,312841.0,42251.0,2662.0,Transforming growth factor-beta-induced protein ig-h3,TGFBI,0.39627820071707676,0.4664219071516771,0.21592773562914558,0.21730832276831213
Q15599,0.2740951454324211,0.6829661235099083,0.1002888286755994,0.4008703347815641,0.6229183012130866,0.2212634468816709,0.7547001488975512,0.6165461856445227,0.615903593748442,0.8312262396117398,0.3387413006814369,0.9786331793065944,10454.0,317541.0,36611.0,2482.0,Na(+)/H(+) exchange regulatory cofactor NHE-RF2,SLC9A3R2,0.23584391108721992,0.38678718926323236,0.6715931940869515,0.9410953369991368
Q15661,0.8752918036290462,0.1897768723948356,0.7905491499448053,0.7203830575924753,0.530982805910997,0.8839686681123521,0.7206695098368205,0.8808494569874055,0.2403123638694185,0.8453594789603116,0.9498676301112584,0.2307273868786605,10454.0,312340.0,42864.0,2767.0,Tryptase alpha/beta-1,TPSAB1,0.7041938909799372,0.7765621336897711,0.7091050986582761,0.8721252873541873
Q15714,0.8215778659765101,0.4311513061948003,0.7467370556710818,0.7844239251175203,0.9257915326364804,0.7899281337274278,0.640123481861157,0.6271403091524479,0.8419267841251115,0.5329443281144542,0.6198020663181332,0.691967940611401,10454.0,317463.0,36701.0,2789.0,TSC22 domain family protein 1,TSC22D1,0.711720695456772,0.8667626745537441,0.735505819928811,0.6199971632421308
Q15762,0.988685332671384,0.3927613551605486,0.5446718903196591,0.9870416983291216,0.2891132902919733,0.5938922747824766,0.2569081607325868,0.4309513495585541,0.7553106906256343,0.4072714837620979,0.7223119731882244,0.6038339082508879,10454.0,318326.0,35692.0,427.0,CD226 antigen,CD226,0.965918277623936,0.9605374582104169,0.4847367300430998,0.5906300287074531
Q15818,0.020962955057637,0.9287103021239406,0.8968895425901091,0.0260641020407239,0.3192659562322942,0.8053763816004871,0.7305533845376142,0.484465605085998,0.7880246025342745,0.911897246425428,0.779011015447427,0.5185468682233094,10454.0,312640.0,42502.0,1894.0,Neuronal pentraxin-1,NPTX1,0.11695729143860267,0.08193141940319965,0.6950169893955854,0.8215857523351788
Q15828,0.0980581148534342,0.5682998931195021,0.8319595014626491,0.1085225298229525,0.7756633298113469,0.473193275594414,0.398970178949468,0.5754149572090758,0.7048482510712168,0.7062122163064339,0.9626643748309248,0.9009004557727328,10454.0,313605.0,41356.0,712.0,Cystatin-M,CST6,0.37797168625335315,0.3337195649823948,0.569237060112471,0.9241520504683391
Q15846,0.8333242601009467,0.4317021447862794,0.7660899736911583,0.5324518572098897,0.5003278748662966,0.6791703765963217,0.1435723342024638,0.8915220053201984,0.741231361341319,0.4012406655043483,0.7266793393038854,0.446288528513432,10454.0,312687.0,42443.0,609.0,Clusterin-like protein 1,CLUL1,0.7285456378591815,0.5764098352478552,0.6642301402870711,0.5392982728394888
Q15848,0.4773169844634877,0.2533299388669968,0.1460211884344434,0.4651414138217621,0.2907201630083294,0.0317969569873707,0.1349972240801902,0.0486840974441249,0.0079017962503067,0.0774766129996154,0.0096559404230725,0.0283971240337082,10454.0,317354.0,36825.0,61.0,Adiponectin,ADIPOQ,0.24604659618772462,0.08579591080069365,0.019473193105556896,0.019802046513064497
Q16270,0.8060028783121262,0.0447162086746011,0.3141538857794936,0.8260546641056635,0.0192516906647318,0.1815994988189556,0.2869669484113638,0.6201803186852209,0.1504975298251288,0.3708080574277694,0.6160271423908676,0.2115405871224527,10454.0,312214.0,42997.0,1348.0,Insulin-like growth factor-binding protein 7,IGFBP7,0.1414666035155861,0.057493652228337855,0.2885159757216217,0.3676536386010767
Q16288,0.9060936346342044,0.5023756262108144,0.7724007700616207,0.8928103468388866,0.4774271926716205,0.7327912034670199,0.1968114872583276,0.623011781139228,0.0058568628784395,0.205078348838636,0.7868736110821738,0.0058388792193961,10454.0,312346.0,42852.0,1914.0,NT-3 growth factor receptor,NTRK3,0.8111837779007214,0.7824092721213933,0.01723852555679095,0.017479243062925864
